cnpj,razao_social,cod_acao_reduzido,cod_acao,dt_abertura,matriz_empresa,endereco_municipio,endereco_uf,endereco_regiao,situacao_cadastral,optante_simples,optante_simei,dt_carga
30964270000183,NI,NI,NI,2018-07-18 00:00:00,true,PATROCINIO PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30964326000108,NI,NI,NI,2018-07-18 00:00:00,true,POUSO ALEGRE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30964669000164,NI,NI,NI,2018-07-11 00:00:00,true,CIDADE OCIDENTAL,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30969663000341,NI,NI,NI,2019-08-29 00:00:00,false,UBERLANDIA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30970801000140,NI,NI,NI,2018-07-19 00:00:00,true,PARIQUERA ACU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30972328000130,NI,NI,NI,2018-07-19 00:00:00,true,MACEIO,AL,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30972538000129,NI,NI,NI,2018-07-19 00:00:00,true,PESCARIA BRAVA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30973304000104,NI,NI,NI,2018-07-19 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30975381000195,NI,NI,NI,2018-07-19 00:00:00,true,LUCAS DO RIO VERDE,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30975477000153,NI,NI,NI,2018-07-19 00:00:00,true,MARICA,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30975746000181,NI,NI,NI,2018-07-19 00:00:00,true,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
30976672000106,NI,NI,NI,2018-07-19 00:00:00,true,ITUPORANGA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
30999160000157,NI,NI,NI,2018-07-23 00:00:00,true,JUNQUEIROPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31001122000126,NI,NI,NI,2018-07-23 00:00:00,true,PRADOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31005167000179,NI,NI,NI,2018-07-23 00:00:00,true,NOVA IGUACU,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31005214000184,NI,NI,NI,2018-07-23 00:00:00,true,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31006770000175,NI,NI,NI,2018-06-28 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31007642000146,NI,NI,NI,2018-07-24 00:00:00,true,OSASCO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31008755000166,NI,NI,NI,2018-07-24 00:00:00,true,SAO VICENTE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31014775000140,NI,NI,NI,2018-07-24 00:00:00,true,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31015367000102,NI,NI,NI,2018-07-24 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31020410000128,NI,NI,NI,2018-07-25 00:00:00,true,IBIRITE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31020500000119,NI,NI,NI,2018-07-24 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31020681000183,NI,NI,NI,2018-07-25 00:00:00,true,PIRASSUNUNGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31030802000178,NI,NI,NI,1986-07-11 00:00:00,true,DUQUE DE CAXIAS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31031450000175,NI,NI,NI,2018-07-26 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31031528000151,NI,NI,NI,2018-07-26 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31036348000162,NI,NI,NI,2018-07-26 00:00:00,true,CLAUDIA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31041810000110,NI,NI,NI,2018-07-27 00:00:00,true,SAO VICENTE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31053310000106,NI,NI,NI,2018-07-29 00:00:00,true,RIBEIRAO PRETO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31065242000197,NI,NI,NI,2018-07-30 00:00:00,true,SANTO ANDRE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31070075000172,NI,NI,NI,2018-05-15 00:00:00,true,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31075969000155,NI,NI,NI,2018-07-31 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31078726000170,NI,NI,NI,2018-07-31 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31079500000194,NI,NI,NI,2018-08-01 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31080640000182,NI,NI,NI,2018-08-01 00:00:00,true,SAO BERNARDO DO CAMPO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31083543000143,NI,NI,NI,2018-08-01 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31086618000140,NI,NI,NI,2018-08-01 00:00:00,true,CORDEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31088338000170,NI,NI,NI,2018-08-01 00:00:00,true,JANDAIA DO SUL,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31088528000198,NI,NI,NI,2018-08-01 00:00:00,true,CABO FRIO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31089125000163,NI,NI,NI,2018-08-01 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31094909000180,NI,NI,NI,2018-08-02 00:00:00,true,SANTANA,AP,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
31096341000136,NI,NI,NI,2018-08-02 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31109124000133,NI,NI,NI,2018-07-03 00:00:00,true,BRAGANCA PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31126260000131,NI,NI,NI,2018-07-23 00:00:00,true,GARANHUNS,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31132778000188,NI,NI,NI,2018-08-07 00:00:00,true,ITU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31147553000103,NI,NI,NI,2018-08-08 00:00:00,true,ANAPOLIS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31149708000132,NI,NI,NI,2018-08-08 00:00:00,true,PRESIDENTE LUCENA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31150688000110,NI,NI,NI,2018-08-08 00:00:00,true,CAICO,RN,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31150817000170,NI,NI,NI,2018-08-08 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31152633000149,NI,NI,NI,2018-08-08 00:00:00,true,BLUMENAU,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31155278000161,NI,NI,NI,1968-04-10 00:00:00,true,PETROPOLIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31157247000140,NI,NI,NI,2018-08-09 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31165733000100,NI,NI,NI,2018-08-09 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31174201000139,NI,NI,NI,2018-03-26 00:00:00,true,GUARUJA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31183476000139,NI,NI,NI,2018-08-11 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31196521000190,NI,NI,NI,2018-08-13 00:00:00,true,CRUZEIRO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31196626000149,NI,NI,NI,2018-08-13 00:00:00,true,SAPIRANGA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31196954000145,NI,NI,NI,2018-08-13 00:00:00,true,FRANCA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31198814000106,NI,NI,NI,2018-08-13 00:00:00,true,NATAL,RN,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31201830000100,NI,NI,NI,2018-08-03 00:00:00,true,CAIEIRAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31219225000167,NI,NI,NI,2018-08-14 00:00:00,true,SIMOES FILHO,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31239883000110,NI,NI,NI,2018-08-15 00:00:00,true,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31240734000171,NI,NI,NI,2018-08-15 00:00:00,true,VALPARAISO DE GOIAS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31246763000140,NI,NI,NI,2018-08-16 00:00:00,true,ALVORADA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31247228000104,NI,NI,NI,2018-08-16 00:00:00,true,VITORIA DA CONQUISTA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31254605000132,NI,NI,NI,2018-08-16 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31255945000188,NI,NI,NI,2018-08-16 00:00:00,true,DIADEMA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31257940000194,NI,NI,NI,2018-08-16 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31260194000198,NI,NI,NI,2018-08-17 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31263576000175,NI,NI,NI,2018-08-17 00:00:00,true,TERRA BOA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31267329000228,NI,NI,NI,2018-08-18 00:00:00,false,BARIRI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31268770000143,NI,NI,NI,2018-08-17 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31278644000170,NI,NI,NI,2018-08-20 00:00:00,true,MANAUS,AM,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
31279108000270,NI,NI,NI,2020-12-23 00:00:00,false,ARACARIGUAMA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31287690000135,NI,NI,NI,2018-08-21 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31290966000134,NI,NI,NI,2018-08-21 00:00:00,true,CACERES,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31293717000100,NI,NI,NI,2018-08-21 00:00:00,true,CIANORTE,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31299081000104,NI,NI,NI,2018-08-21 00:00:00,true,MACAPA,AP,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
31301112000106,NI,NI,NI,1987-01-08 00:00:00,true,COLATINA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31304704000181,NI,NI,NI,2018-08-22 00:00:00,true,PAULO LOPES,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31307547000168,NI,NI,NI,2018-08-22 00:00:00,true,IPATINGA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31312794000152,NI,NI,NI,2018-08-23 00:00:00,true,VARGINHA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31316609000106,NI,NI,NI,2018-03-22 00:00:00,true,PETROPOLIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31319045000157,NI,NI,NI,2018-08-23 00:00:00,true,VARZEA GRANDE,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31324529000194,NI,NI,NI,2018-08-24 00:00:00,true,SAO DOMINGOS DAS DORES,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31328191000149,NI,NI,NI,2018-08-24 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31329828000111,NI,NI,NI,2018-08-24 00:00:00,true,FRANCA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31333162000175,NI,NI,NI,2018-08-24 00:00:00,true,FEIRA DE SANTANA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31334248000112,NI,NI,NI,2018-08-24 00:00:00,true,PALMAS,TO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
31335061000133,NI,NI,NI,2018-08-24 00:00:00,true,SARANDI,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31336216000156,NI,NI,NI,2018-08-25 00:00:00,true,AMERICANA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31341628000184,NI,NI,NI,2018-08-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31346249000187,NI,NI,NI,2018-08-24 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31346404000750,NI,NI,NI,2018-08-27 00:00:00,false,PITANGUEIRAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31346469000100,NI,NI,NI,2018-08-27 00:00:00,true,BARRA MANSA,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31347751000102,NI,NI,NI,2018-08-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31348250000140,NI,NI,NI,2018-08-27 00:00:00,true,VIANA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31348872000179,NI,NI,NI,2018-08-27 00:00:00,true,SAO JOSE,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31349545000131,NI,NI,NI,2018-08-27 00:00:00,true,FORTALEZA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31350492000179,NI,NI,NI,2018-08-27 00:00:00,true,RIO DAS OSTRAS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31353481000142,NI,NI,NI,2018-08-28 00:00:00,true,VALPARAISO DE GOIAS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31357318000158,NI,NI,NI,2018-08-28 00:00:00,true,BASTOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31363667000182,NI,NI,NI,2018-08-28 00:00:00,true,SAO JOSE,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31364753000100,NI,NI,NI,2018-08-29 00:00:00,true,SAO SIMAO,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31370481000150,NI,NI,NI,2018-08-29 00:00:00,true,OURINHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31385868000180,NI,NI,NI,2018-08-30 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31387471000128,NI,NI,NI,2018-08-30 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31389906000173,NI,NI,NI,2018-08-31 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31392072000155,NI,NI,NI,2018-08-31 00:00:00,true,MACEIO,AL,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31395179000157,NI,NI,NI,2018-08-31 00:00:00,true,RIBEIRAO BRANCO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31406660000109,NI,NI,NI,2018-09-03 00:00:00,true,ALTEROSA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31413090000176,NI,NI,NI,2018-09-03 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31416473000106,NI,NI,NI,2018-09-04 00:00:00,true,IBITINGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31418061000105,NI,NI,NI,2018-09-04 00:00:00,true,BOM REPOUSO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31427759000189,NI,NI,NI,2018-09-05 00:00:00,true,RECIFE,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31432918000133,NI,NI,NI,2018-08-31 00:00:00,true,PASSOS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31434239000101,NI,NI,NI,2018-09-05 00:00:00,true,SOROCABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31434794000125,NI,NI,NI,2018-09-05 00:00:00,true,BAURU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31438585000150,NI,NI,NI,2018-09-05 00:00:00,true,NATAL,RN,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31446203000130,NI,NI,NI,2018-09-06 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31452334000120,NI,NI,NI,2018-09-08 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31457090000178,NI,NI,NI,2018-09-10 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31472112000179,NI,NI,NI,2018-09-11 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31486577000189,NI,NI,NI,2018-09-12 00:00:00,true,GASPAR,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31487723000190,NI,NI,NI,2018-09-12 00:00:00,true,SAO JOSE DOS CAMPOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31490241000190,NI,NI,NI,2018-09-12 00:00:00,true,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31492224000191,NI,NI,NI,2018-09-13 00:00:00,true,FORTALEZA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31494595000102,NI,NI,NI,2018-09-13 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31498366000166,NI,NI,NI,2018-09-13 00:00:00,true,SAO BERNARDO DO CAMPO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31500800000103,NI,NI,NI,2018-09-13 00:00:00,true,COLATINA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31507719000147,NI,NI,NI,2018-09-14 00:00:00,true,BATURITE,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31511921000495,NI,NI,NI,2022-05-02 00:00:00,false,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31512512000160,NI,NI,NI,2018-09-14 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31517851000130,NI,NI,NI,2018-09-17 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31520507000108,NI,NI,NI,2018-09-17 00:00:00,true,JOAO PESSOA,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31533477000166,NI,NI,NI,2018-09-18 00:00:00,true,SAO GONCALO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31535760000127,NI,NI,NI,2018-09-18 00:00:00,true,MESSIAS,AL,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31550483000121,NI,NI,NI,2018-09-19 00:00:00,true,SANTO ANDRE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31551992000179,NI,NI,NI,2018-09-19 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31553627000101,MOBLY,MBLY,MBLY3,2018-09-19 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
31555581000151,NI,NI,NI,2018-09-19 00:00:00,true,PALHOCA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31566808000164,NI,NI,NI,2018-09-20 00:00:00,true,BERTIOGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31569392000138,NI,NI,NI,2018-09-21 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31577611000120,NI,NI,NI,2018-09-21 00:00:00,true,URUSSANGA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31580452000113,NI,NI,NI,2018-09-23 00:00:00,true,BELFORD ROXO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31580771000129,NI,NI,NI,2018-09-23 00:00:00,true,LAURO DE FREITAS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31581207000120,NI,NI,NI,2018-09-23 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31586743002162,NI,NI,NI,2021-12-08 00:00:00,false,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31588303000109,NI,NI,NI,2017-12-13 00:00:00,true,CAXIAS DO SUL,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31592233000154,NI,NI,NI,2018-09-24 00:00:00,true,TEIXEIRA DE FREITAS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31592510000129,NI,NI,NI,2018-09-24 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31594408000162,NI,NI,NI,2018-09-25 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31602593000190,NI,NI,NI,2018-09-25 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31603287000178,NI,NI,NI,2018-09-25 00:00:00,true,PASSO FUNDO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31603602000167,NI,NI,NI,2018-09-25 00:00:00,true,BATAGUASSU,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31603859000119,NI,NI,NI,2018-09-25 00:00:00,true,IGARASSU,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31604000000124,NI,NI,NI,2018-09-25 00:00:00,true,VITORIA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31609853000159,NI,NI,NI,2018-09-26 00:00:00,true,POCOS DE CALDAS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31610438000115,NI,NI,NI,2018-09-26 00:00:00,true,PALMEIRA DAS MISSOES,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31620687000191,NI,NI,NI,2018-08-13 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31621705000150,NI,NI,NI,2018-09-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31621734000111,NI,NI,NI,2018-09-27 00:00:00,true,UBERLANDIA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31629745000148,NI,NI,NI,2018-09-27 00:00:00,true,SAO LEOPOLDO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31637249000136,NI,NI,NI,2018-09-28 00:00:00,true,MAFRA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31638228000135,NI,NI,NI,2018-09-28 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31640067000114,NI,NI,NI,2018-09-28 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31644103000118,NI,NI,NI,2018-09-30 00:00:00,true,APARECIDA,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31644692000134,NI,NI,NI,2018-09-30 00:00:00,true,UBATUBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31649705000168,NI,NI,NI,2018-10-01 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31658413000191,NI,NI,NI,2018-10-02 00:00:00,true,WENCESLAU BRAZ,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
31658996000150,NI,NI,NI,2018-10-02 00:00:00,true,TUPARETAMA,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31662583000140,NI,NI,NI,2018-07-30 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31664613000157,NI,NI,NI,2018-10-02 00:00:00,true,INDAIATUBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31666422000124,NI,NI,NI,2018-10-01 00:00:00,true,CORACAO DE MARIA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31673961000190,NI,NI,NI,2018-10-03 00:00:00,true,BEZERROS,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31674363000136,NI,NI,NI,2018-10-03 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31676637000126,NI,NI,NI,2018-10-03 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31688093000112,NI,NI,NI,2018-09-27 00:00:00,true,NOVA ALVORADA DO SUL,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31692765000163,NI,NI,NI,2018-10-04 00:00:00,true,SAO MAMEDE,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31693525000183,NI,NI,NI,2018-10-04 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31696841000109,NI,NI,NI,2018-10-05 00:00:00,true,VITORIA DA CONQUISTA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31701211000185,NI,NI,NI,2018-10-05 00:00:00,true,CARIACICA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31703448000103,NI,NI,NI,2018-10-05 00:00:00,true,CASCAVEL,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31704690000193,NI,NI,NI,2018-10-06 00:00:00,true,TAUBATE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31710463000170,NI,NI,NI,2018-10-08 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
31710839000147,NI,NI,NI,2018-10-08 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
