cnpj,razao_social,cod_acao_reduzido,cod_acao,dt_abertura,matriz_empresa,endereco_municipio,endereco_uf,endereco_regiao,situacao_cadastral,optante_simples,optante_simei,dt_carga
07985830000164,NI,NI,NI,2006-05-11 00:00:00,true,IMBITUBA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
07986218000106,NI,NI,NI,2006-04-28 00:00:00,true,GUARACI,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
07986820000143,NI,NI,NI,2006-05-12 00:00:00,true,TERESINA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
07987975000102,NI,NI,NI,2006-05-04 00:00:00,true,CASTILHO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
07989897000177,NI,NI,NI,2006-05-04 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
07990042000166,NI,NI,NI,2006-04-26 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
07991997000723,NI,NI,NI,2012-08-02 00:00:00,false,ITAPEVA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
07993542001719,NI,NI,NI,2016-09-09 00:00:00,false,PIRACICABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
07993947000190,NI,NI,NI,2006-05-12 00:00:00,true,IBIRITE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
07998135000307,NI,NI,NI,2014-03-24 00:00:00,false,ESPIRITO SANTO DO PINHAL,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08001963000200,NI,NI,NI,2021-03-04 00:00:00,false,DESCALVADO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08001974000363,NI,NI,NI,2011-09-16 00:00:00,false,LARANJAL PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08003737000170,NI,NI,NI,2006-05-17 00:00:00,true,ALTINOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08003939000111,NI,NI,NI,2006-05-10 00:00:00,true,CASTELO DO PIAUI,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08005684000126,NI,NI,NI,2006-05-17 00:00:00,true,BARRETOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08005830000385,NI,NI,NI,2009-04-06 00:00:00,false,BIRIGUI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08006559001617,NI,NI,NI,2013-08-12 00:00:00,false,TAQUARITINGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08008035000189,NI,NI,NI,2006-05-05 00:00:00,true,ARACOIABA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08013654000161,NI,NI,NI,2006-05-18 00:00:00,true,CANGUCU,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08019926000130,NI,NI,NI,2006-05-15 00:00:00,true,FERNANDOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08022759000187,NI,NI,NI,2006-05-17 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08024199000108,NI,NI,NI,2006-05-25 00:00:00,true,PIEDADE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08024615000160,NI,NI,NI,2006-05-26 00:00:00,true,DESCALVADO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08024640000658,NI,NI,NI,2017-06-23 00:00:00,false,FLORIDA PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08026170000157,NI,NI,NI,2006-04-05 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08027087000100,NI,NI,NI,2006-05-16 00:00:00,true,PIRACURUCA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08033785000100,NI,NI,NI,2006-05-10 00:00:00,true,ELDORADO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08040761000189,NI,NI,NI,2006-05-31 00:00:00,true,PEDRANOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08046405000172,NI,NI,NI,2006-05-29 00:00:00,true,BARRA DO GARCAS,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08047131000136,NI,NI,NI,2006-06-05 00:00:00,true,SAO MANUEL,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08050621000272,NI,NI,NI,2006-06-20 00:00:00,false,BARRA DO TURVO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08051248000193,NI,NI,NI,2006-05-09 00:00:00,true,TAMBAU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08058723000234,NI,NI,NI,2014-11-25 00:00:00,false,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08061076000309,NI,NI,NI,2006-11-22 00:00:00,false,TAQUARITINGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08065557000112,TECNISA,TCSA,TCSA3,2006-06-07 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08068287000284,NI,NI,NI,2006-12-12 00:00:00,false,INDIAPORA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08070468000407,NI,NI,NI,1971-10-21 00:00:00,false,SERRA NEGRA DO NORTE,RN,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08070508007261,NI,NI,NI,2007-03-16 00:00:00,false,DOIS CORREGOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08074997000136,NI,NI,NI,2006-06-06 00:00:00,true,SAO JOSE DOS CAMPOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08078847000109,LOPES BRASIL,LPSB,LPSB3,2006-06-05 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08085207000380,NI,NI,NI,2019-04-16 00:00:00,false,REGISTRO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08085950000178,NI,NI,NI,2006-06-12 00:00:00,true,PATOS DE MINAS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08087445000162,NI,NI,NI,2006-06-12 00:00:00,true,SANTA MARIA DO PARA,PA,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
08099510000170,NI,NI,NI,2006-06-28 00:00:00,true,TABAPUA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08106156000163,NI,NI,NI,2006-05-11 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08113225000166,NI,NI,NI,2006-07-03 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08115559001736,NI,NI,NI,2020-12-14 00:00:00,false,MESOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08115852000136,NI,NI,NI,2006-07-07 00:00:00,true,PIEDADE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08145363000127,NI,NI,NI,2006-07-07 00:00:00,true,SERRA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08149250000108,NI,NI,NI,2006-06-22 00:00:00,true,FAZENDA RIO GRANDE,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08151504000114,NI,NI,NI,2006-07-05 00:00:00,true,ATIBAIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08153449000100,NI,NI,NI,2006-07-12 00:00:00,true,BENTO DE ABREU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08159965000133,IGUA SA,IGSN,IGSN3,2006-07-04 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08161562000129,NI,NI,NI,2006-07-14 00:00:00,true,NEVES PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08162666000239,NI,NI,NI,2007-04-16 00:00:00,false,MIRANTE DO PARANAPANEMA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08167591001684,NI,NI,NI,2008-08-29 00:00:00,false,ITAJOBI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08170849000115,DESKTOP,DESK,DESK3,2006-07-04 00:00:00,true,SUMARE,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08179441000104,NI,NI,NI,2006-06-05 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08183019000122,NI,NI,NI,2006-07-27 00:00:00,true,MONTES CLAROS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08190102000129,NI,NI,NI,2006-07-26 00:00:00,true,GUZOLANDIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08190533000195,NI,NI,NI,2005-07-08 00:00:00,true,SAO BENEDITO DO RIO PRETO,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08192202000275,NI,NI,NI,2006-08-08 00:00:00,false,ITAJOBI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08193883000105,NI,NI,NI,2006-08-02 00:00:00,true,SALESOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08197761000197,NI,NI,NI,2006-07-26 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08199447000143,NI,NI,NI,2006-07-21 00:00:00,true,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08200731001407,NI,NI,NI,2008-01-09 00:00:00,false,DUARTINA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08212091000130,NI,NI,NI,2006-07-04 00:00:00,true,NOVA ALVORADA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08218534000109,NI,NI,NI,2006-07-05 00:00:00,true,LIVRAMENTO DE NOSSA SENHORA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08220827000112,NI,NI,NI,2006-08-14 00:00:00,true,TAQUARITUBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08224330000172,NI,NI,NI,2006-08-14 00:00:00,true,JALES,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08232339000125,NI,NI,NI,2006-08-18 00:00:00,true,MONTE APRAZIVEL,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08238705000153,NI,NI,NI,2006-08-15 00:00:00,true,PALMITAL,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08250218000106,NI,NI,NI,2006-07-19 00:00:00,true,PONTA GROSSA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08254251000538,NI,NI,NI,2006-12-08 00:00:00,false,ARTUR NOGUEIRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08258705000115,NI,NI,NI,2006-08-02 00:00:00,true,ITAJAI,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08276023000135,NI,NI,NI,2006-09-06 00:00:00,true,TUPA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08278216000125,NI,NI,NI,2006-09-08 00:00:00,true,NOVO HAMBURGO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08280479000179,NI,NI,NI,2006-08-03 00:00:00,true,SOROCABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08284537000132,NI,NI,NI,2005-12-13 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08287099000166,NI,NI,NI,2006-09-13 00:00:00,true,TERESINA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08294224000165,JHSF PART,JHSF,JHSF3,2006-08-08 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08295295000182,NI,NI,NI,2006-06-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08298536000147,NI,NI,NI,2006-08-30 00:00:00,true,PEDRAS DE FOGO,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08310738000167,NI,NI,NI,2006-09-15 00:00:00,true,XANXERE,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08312229000173,EZTEC,EZTC,EZTC3,2006-09-01 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08313248000114,NI,NI,NI,2006-08-23 00:00:00,true,GUARAREMA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08320828000139,NI,NI,NI,2006-09-27 00:00:00,true,BIRIGUI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08324196000181,COSERN,CSRN,"CSRN3, CSRN5, CSRN6",1966-10-28 00:00:00,true,NATAL,RN,NORDESTE,ATIVA,false,false,2023-06-01 17:20:11
08327425000200,NI,NI,NI,2006-10-16 00:00:00,false,POLONI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08328207000100,NI,NI,NI,2006-09-29 00:00:00,true,MARIOPOLIS,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08330725000150,NI,NI,NI,2006-10-03 00:00:00,true,UBIRAJARA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08331861000164,NI,NI,NI,2006-09-15 00:00:00,true,GUARUJA DO SUL,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08332897000324,NI,NI,NI,2009-11-12 00:00:00,true,IACRI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08333063000171,NI,NI,NI,2006-09-28 00:00:00,true,JUIZ DE FORA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08336134000190,NI,NI,NI,2006-05-17 00:00:00,true,MACAE,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08337549000188,NI,NI,NI,2006-07-31 00:00:00,true,BARIRI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08341534000193,NI,NI,NI,2006-10-07 00:00:00,true,ALTINOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08343492000120,MRV,MRVE,MRVE3,2006-09-29 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08344571000155,NI,NI,NI,2006-10-09 00:00:00,true,SANTA RITA DO PASSA QUATRO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08351783000160,NI,NI,NI,2006-10-11 00:00:00,true,MIGUELOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08351920000166,NI,NI,NI,2006-10-10 00:00:00,true,PILAR DO SUL,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08360284000139,NI,NI,NI,2006-09-22 00:00:00,true,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08363438000146,NI,NI,NI,2006-10-17 00:00:00,true,SAO LEOPOLDO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08364271000138,NI,NI,NI,2006-10-17 00:00:00,true,ITAPURA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08364948000138,ALUPAR,ALUP,"ALUP11, ALUP3, ALUP4",2006-10-04 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08367357000114,NI,NI,NI,2006-10-18 00:00:00,true,QUADRA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08367448000150,NI,NI,NI,2006-10-18 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08367865000100,NI,NI,NI,2006-10-16 00:00:00,true,TATUI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08374325000146,NI,NI,NI,2006-10-20 00:00:00,true,TIETE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08375522000856,NI,NI,NI,2020-12-15 00:00:00,false,PONTA GROSSA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08375654000292,NI,NI,NI,2013-08-27 00:00:00,false,HARMONIA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08381361000137,NI,NI,NI,2006-08-25 00:00:00,true,JANDAIRA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08384035000183,NI,NI,NI,2006-10-24 00:00:00,true,MARILIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08387210000196,NI,NI,NI,2006-10-16 00:00:00,true,SANTA ROSA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08389303000230,NI,NI,NI,2006-10-30 00:00:00,false,ESPIRITO SANTO DO TURVO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08390062000169,NI,NI,NI,2006-08-22 00:00:00,true,SOROCABA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08391231000185,NI,NI,NI,2006-10-26 00:00:00,true,COSMORAMA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08392092000104,NI,NI,NI,2006-10-26 00:00:00,true,MOGI MIRIM,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08392364000176,NI,NI,NI,2006-10-26 00:00:00,true,PROMISSAO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08392591000282,NI,NI,NI,2006-11-01 00:00:00,false,NOVO HORIZONTE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08394175000132,NI,NI,NI,2006-10-26 00:00:00,true,LAJEDO,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08400312000366,NI,NI,NI,2009-03-11 00:00:00,true,CAMPOS NOVOS PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08402943000152,GUARARAPES,GUAR,GUAR3,1966-08-25 00:00:00,true,NATAL,RN,NORDESTE,ATIVA,false,false,2023-06-01 17:20:11
08406536000113,NI,NI,NI,2006-10-31 00:00:00,true,TERRA ROXA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08411053000611,NI,NI,NI,2006-11-18 00:00:00,false,TABATINGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08411400000100,NI,NI,NI,2006-10-20 00:00:00,true,MIRANTE DO PARANAPANEMA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08415975000192,NI,NI,NI,2006-10-23 00:00:00,true,MATAO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08421770000110,NI,NI,NI,2006-11-09 00:00:00,true,SANTO EXPEDITO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08422240000196,NI,NI,NI,2006-11-09 00:00:00,true,SANTA RITA DO PASSA QUATRO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08426091000133,NI,NI,NI,2006-11-09 00:00:00,true,ITATIBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08426125000190,NI,NI,NI,2006-11-10 00:00:00,true,ITABERA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08430329000102,NI,NI,NI,2006-11-06 00:00:00,true,ROCA SALES,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08431540000131,NI,NI,NI,2006-11-13 00:00:00,true,ALTO ALEGRE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08438915000195,NI,NI,NI,2006-10-11 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08439659000150,CPFL RENOVAV,CPRE,CPRE3,2006-10-23 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08441758000339,NI,NI,NI,2014-05-20 00:00:00,false,TAQUARAL,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08442088000103,NI,NI,NI,2006-11-15 00:00:00,true,PONTALINDA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08444944001565,NI,NI,NI,2022-05-05 00:00:00,false,SANTA CRUZ DAS PALMEIRAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08445684000228,NI,NI,NI,2006-11-24 00:00:00,false,PEDERNEIRAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08449164000102,NI,NI,NI,2006-11-14 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
08450495000405,NI,NI,NI,2021-08-03 00:00:00,false,PEDERNEIRAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08450955000152,NI,NI,NI,2006-11-20 00:00:00,true,JUAZEIRO,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08454211000530,NI,NI,NI,2011-07-06 00:00:00,false,LARANJAL PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08458455000167,NI,NI,NI,2006-11-23 00:00:00,true,ITAJOBI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08463685000114,NI,NI,NI,2006-11-23 00:00:00,true,PROFESSOR JAMIL,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08465381000358,NI,NI,NI,2006-12-04 00:00:00,false,MONTE MOR,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08467115000100,CEEE-D,CEED,"CEED4, CEED3",2006-11-28 00:00:00,true,PORTO ALEGRE,RS,SUL,ATIVA,false,false,2023-06-01 17:20:11
08467357000196,NI,NI,NI,2006-11-28 00:00:00,true,PACAEMBU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08467500000140,NI,NI,NI,2006-11-21 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08468139000176,NI,NI,NI,2006-10-24 00:00:00,true,PRESIDENTE PRUDENTE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08471885000119,NI,NI,NI,2006-11-14 00:00:00,true,HUMAITA,AM,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
08475561000159,NI,NI,NI,2006-11-30 00:00:00,true,SACRAMENTO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08478808000190,NI,NI,NI,2006-10-26 00:00:00,true,MERIDIANO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08485221000370,NI,NI,NI,2006-12-05 00:00:00,false,GUARIBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08489748000101,NI,NI,NI,2006-12-04 00:00:00,true,VITORIA DA CONQUISTA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08493984000100,NI,NI,NI,2006-11-21 00:00:00,true,VOTUPORANGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08497578000107,NI,NI,NI,2006-11-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08497771000148,NI,NI,NI,2006-12-06 00:00:00,true,MAIRINQUE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08499244000253,NI,NI,NI,2007-01-15 00:00:00,false,BEBEDOURO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08501156000400,NI,NI,NI,2020-05-29 00:00:00,false,MONTE ALTO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08501211000110,NI,NI,NI,2006-12-08 00:00:00,true,LARANJAL PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08506972000164,NI,NI,NI,2006-11-17 00:00:00,true,BIRIGUI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08515601000149,NI,NI,NI,2006-12-12 00:00:00,true,REGENTE FEIJO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08521990000115,NI,NI,NI,2006-12-13 00:00:00,true,SANTA CRUZ DO RIO PARDO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08523081000116,NI,NI,NI,2006-12-12 00:00:00,true,PLATINA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08523358000100,NI,NI,NI,2006-12-14 00:00:00,true,JOANOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08523576000145,NI,NI,NI,2006-12-14 00:00:00,true,MINEIROS DO TIETE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08525682000168,NI,NI,NI,2006-12-15 00:00:00,true,MANDURI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08527821000354,NI,NI,NI,2006-12-27 00:00:00,false,BEBEDOURO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08533599000300,NI,NI,NI,2018-10-16 00:00:00,false,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08534370000200,NI,NI,NI,2006-12-21 00:00:00,false,MINEIROS DO TIETE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08534605000174,RENOVA,RNEW,"RNEW11, RNEW4, RNEW3",2006-12-19 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08539845000161,NI,NI,NI,2006-12-18 00:00:00,true,SAO JOSE DO RIO PRETO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08542081000163,NI,NI,NI,2006-12-11 00:00:00,true,BROTAS DE MACAUBAS,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08547347000160,NI,NI,NI,2006-12-20 00:00:00,true,EUCLIDES DA CUNHA PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08553337000138,NI,NI,NI,2006-12-21 00:00:00,true,MOGI GUACU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08555945000181,NI,NI,NI,2006-12-25 00:00:00,true,PEDRANOPOLIS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08559704000291,NI,NI,NI,2008-05-20 00:00:00,false,VARGEM,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08559785000491,NI,NI,NI,2011-12-29 00:00:00,false,PARAPUA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08560444000193,CELGPAR,GPAR,GPAR3,2006-12-29 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,false,false,2023-06-01 17:20:11
08566246000137,NI,NI,NI,2007-01-04 00:00:00,true,CAFELANDIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08567055000190,NI,NI,NI,2007-01-04 00:00:00,true,PARAGUACU PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
08574411000100,PRATICA,PTCA,"PTCA11, PTCA3",2006-12-20 00:00:00,true,POUSO ALEGRE,MG,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
08575438000100,NI,NI,NI,2006-12-27 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
