cnpj;dsc_porte;dt_carga
19946339000103;Pequena;04/06/2023
19956106000191;Micro;04/06/2023
19963557000156;Micro;04/06/2023
19979274000100;Mei;04/06/2023
19980039000140;Mei;04/06/2023
19985949000116;Mei;04/06/2023
19997286000150;Mei;04/06/2023
20001805000167;Micro;04/06/2023
20011875000104;Mei;04/06/2023
20012701000158;Micro;04/06/2023
20014520000160;Pequena;04/06/2023
20018083000153;Mei;04/06/2023
20022751000116;Mei;04/06/2023
20029751000148;Mei;04/06/2023
20034945000131;Micro;04/06/2023
20036831000120;Micro;04/06/2023
20040392000120;Mei;04/06/2023
20043518000110;Mei;04/06/2023
20045802000125;Mei;04/06/2023
20050763000154;Mei;04/06/2023
20050769000121;Micro;04/06/2023
20052316000134;Pequena;04/06/2023
20054095000133;Pequena;04/06/2023
20063016000150;Micro;04/06/2023
20068646000118;Mei;04/06/2023
20087248000149;Mei;04/06/2023
20100175000188;Micro;04/06/2023
20104260000114;Mei;04/06/2023
20108607000105;Micro;04/06/2023
20125177000121;Pequena;04/06/2023
20134793000149;Mei;04/06/2023
20136873000133;Mei;04/06/2023
20139800000103;Mei;04/06/2023
20151017000157;Mei;04/06/2023
20163244000100;Mei;04/06/2023
20163519000106;Mei;04/06/2023
20164202000267;Micro;04/06/2023
20172725000174;Mei;04/06/2023
20194127000104;Mei;04/06/2023
20202103000141;Pequena;04/06/2023
20205268000177;Mei;04/06/2023
20212541000190;Mei;04/06/2023
20224729000159;Mei;04/06/2023
20224906000105;Mei;04/06/2023
20232681000120;Micro;04/06/2023
20247322000147;Grande;04/06/2023
20250313000105;Mei;04/06/2023
20254105000184;Mei;04/06/2023
20258278000170;Grande;04/06/2023
20259620000157;Mei;04/06/2023
20259730000119;Mei;04/06/2023
20272163000130;Mei;04/06/2023
20287035000160;Mei;04/06/2023
20288839000184;Micro;04/06/2023
20296577000108;Micro;04/06/2023
20303240000172;Mei;04/06/2023
20303326000103;Mei;04/06/2023
20309466000180;Mei;04/06/2023
20314762000170;Micro;04/06/2023
20319306000112;Micro;04/06/2023
20322240000110;Mei;04/06/2023
20334626000141;Micro;04/06/2023
20337307000190;Pequena;04/06/2023
20341196000195;Mei;04/06/2023
20345344000140;Micro;04/06/2023
20345855000161;Micro;04/06/2023
20352465000119;Mei;04/06/2023
20353781000105;Micro;04/06/2023
20357452000132;Micro;04/06/2023
20363546000114;Mei;04/06/2023
20370747000220;Grande;04/06/2023
20377563000100;Mei;04/06/2023
20401784000177;Mei;04/06/2023
20401903000191;Pequena;04/06/2023
20406304000160;Mei;04/06/2023
20412769000124;Micro;04/06/2023
20417206000129;Mei;04/06/2023
20425654000174;Pequena;04/06/2023
20429916000179;Media;04/06/2023
20434626000113;Micro;04/06/2023
20441286000158;Pequena;04/06/2023
20469571000187;Pequena;04/06/2023
20469672000158;Micro;04/06/2023
20477561000193;Mei;04/06/2023
20487966000102;Mei;04/06/2023
20490651000114;Micro;04/06/2023
20498725000169;Micro;04/06/2023
20505945000172;Mei;04/06/2023
20507436000189;Mei;04/06/2023
20511429000150;Micro;04/06/2023
20531840000198;Micro;04/06/2023
20532911000177;Mei;04/06/2023
20540036000175;Mei;04/06/2023
20556618000140;Mei;04/06/2023
20588970000167;Mei;04/06/2023
20589097000127;Mei;04/06/2023
20591899000171;Mei;04/06/2023
20618029000149;Pequena;04/06/2023
20624507000123;Mei;04/06/2023
20626173000127;Mei;04/06/2023
20639955000109;Mei;04/06/2023
20641093000140;Micro;04/06/2023
20644281000122;Mei;04/06/2023
20646038000143;Mei;04/06/2023
20649145000125;Mei;04/06/2023
20654333000141;Mei;04/06/2023
20658675000130;Mei;04/06/2023
20661080000133;Micro;04/06/2023
20661993000150;Mei;04/06/2023
20662160000103;Mei;04/06/2023
20666734000111;Mei;04/06/2023
20672504000165;Mei;04/06/2023
20674157000100;Mei;04/06/2023
20677255000109;Mei;04/06/2023
20683388000180;Micro;04/06/2023
20685477000165;Micro;04/06/2023
20687175000126;Pequena;04/06/2023
20689697000167;Micro;04/06/2023
20703552000173;Micro;04/06/2023
20707904000169;Micro;04/06/2023
20723156000108;Media;04/06/2023
20733027000109;Mei;04/06/2023
20734494000226;Pequena;04/06/2023
20734719000163;Mei;04/06/2023
20735766000121;Mei;04/06/2023
20738742000126;Micro;04/06/2023
20740393000187;Mei;04/06/2023
20744927000143;Micro;04/06/2023
20746867000106;Pequena;04/06/2023
20747536000263;Micro;04/06/2023
20749525000131;Mei;04/06/2023
20754592000144;Pequena;04/06/2023
20761728000143;Mei;04/06/2023
20763845000146;Pequena;04/06/2023
20764014000199;Mei;04/06/2023
20764893000159;Mei;04/06/2023
20766205000190;Pequena;04/06/2023
20768656000166;Pequena;04/06/2023
20768890000193;Mei;04/06/2023
20782141000110;Mei;04/06/2023
20784189000168;Pequena;04/06/2023
20786285000145;Mei;04/06/2023
20787421000111;Micro;04/06/2023
20790862000172;Micro;04/06/2023
20803830000164;Micro;04/06/2023
20806500000122;Mei;04/06/2023
20811503000154;Micro;04/06/2023
20812719000134;Micro;04/06/2023
20823951000259;Pequena;04/06/2023
20848424000118;Mei;04/06/2023
20852462000144;Micro;04/06/2023
20854242000150;Mei;04/06/2023
20861491000172;Micro;04/06/2023
20866097000127;Mei;04/06/2023
20868315000162;Micro;04/06/2023
20872043000174;Micro;04/06/2023
20873400000119;Mei;04/06/2023
20875159000167;Pequena;04/06/2023
20875911000170;Micro;04/06/2023
20876583000126;Micro;04/06/2023
20877882000266;Micro;04/06/2023
20878074000132;Mei;04/06/2023
20883945000106;Mei;04/06/2023
20902541000112;Mei;04/06/2023
20902580000110;Pequena;04/06/2023
20918318000163;Micro;04/06/2023
20925433000165;Mei;04/06/2023
20935380000163;Mei;04/06/2023
20937543000147;Mei;04/06/2023
20941348000190;Mei;04/06/2023
20952226000108;Mei;04/06/2023
20952445000189;Mei;04/06/2023
20955447000121;Mei;04/06/2023
20956655000145;Grande;04/06/2023
20957300000170;Micro;04/06/2023
20963434000102;Micro;04/06/2023
20965843000130;Micro;04/06/2023
20970970000127;Micro;04/06/2023
20972552000179;Mei;04/06/2023
20972862000193;Mei;04/06/2023
20976390000147;Micro;04/06/2023
20986087000125;Micro;04/06/2023
20987142000100;Mei;04/06/2023
20993782000114;Mei;04/06/2023
20998974000113;Micro;04/06/2023
21003837000164;Mei;04/06/2023
21022689000125;Mei;04/06/2023
21034271000138;Micro;04/06/2023
21034441000184;Micro;04/06/2023
21040405000123;Mei;04/06/2023
21046128000166;Mei;04/06/2023
21047440000174;Mei;04/06/2023
21054208000163;Pequena;04/06/2023
21057525000133;Mei;04/06/2023
21063187000142;Micro;04/06/2023
21066948000110;Micro;04/06/2023
21067312000192;Micro;04/06/2023
21069343000182;Mei;04/06/2023
21071895000125;Micro;04/06/2023
21081040000185;Mei;04/06/2023
21086819000193;Mei;04/06/2023
21103182000104;Micro;04/06/2023
21110418000121;Micro;04/06/2023
21112549000148;Mei;04/06/2023
21133273000184;Mei;04/06/2023
21134923000106;Micro;04/06/2023
21136852000180;Mei;04/06/2023
21139550000166;Pequena;04/06/2023
21146441000176;Pequena;04/06/2023
21149973000167;Mei;04/06/2023
21151721000172;Mei;04/06/2023
21151912000134;Micro;04/06/2023
21153222000114;Mei;04/06/2023
21158372000110;Micro;04/06/2023
21162412000106;Mei;04/06/2023
21186900000145;Mei;04/06/2023
21187311000181;Micro;04/06/2023
21188066000127;Mei;04/06/2023
21190593000176;Mei;04/06/2023
21194592000108;Pequena;04/06/2023
21198488000183;Mei;04/06/2023
21206940000101;Mei;04/06/2023
21237628001580;Media;04/06/2023
21240146000184;Grande;04/06/2023
21245628000127;Micro;04/06/2023
21253347000116;Mei;04/06/2023
21253729001464;Media;04/06/2023
21255567000189;Grande;04/06/2023
21260986000109;Mei;04/06/2023
21262713000101;Micro;04/06/2023
21263565000131;Micro;04/06/2023
21268868000147;Mei;04/06/2023
21272677000159;Mei;04/06/2023
21280886000144;Mei;04/06/2023
21284042000171;Mei;04/06/2023
21285420000131;Pequena;04/06/2023
21286260000145;Mei;04/06/2023
21289391000186;Micro;04/06/2023
21292509000125;Mei;04/06/2023
21296048000169;Mei;04/06/2023
21297212000152;Micro;04/06/2023
21301905000171;Mei;04/06/2023
21309758000186;Micro;04/06/2023
21314559000166;Grande;04/06/2023
21321086000124;Mei;04/06/2023
21324292000198;Mei;04/06/2023
21330189000150;Mei;04/06/2023
21343450000157;Mei;04/06/2023
21349848000109;Mei;04/06/2023
21351364000196;Mei;04/06/2023
21355602000131;Micro;04/06/2023
21358329000107;Pequena;04/06/2023
21369558000119;Micro;04/06/2023
21370105000102;Micro;04/06/2023
21375086000107;Pequena;04/06/2023
21380081000172;Mei;04/06/2023
21385807000160;Mei;04/06/2023
21387718000233;Pequena;04/06/2023
21399669000178;Mei;04/06/2023
21418263000195;Mei;04/06/2023
21423357000152;Mei;04/06/2023
21432429000128;Mei;04/06/2023
21434713000133;Mei;04/06/2023
21440667000185;Micro;04/06/2023
21455129000164;Mei;04/06/2023
21458581000180;Mei;04/06/2023
21458743000180;Pequena;04/06/2023
21468951000160;Micro;04/06/2023
21470199000191;Mei;04/06/2023
21495881000139;Grande;04/06/2023
21496855000125;Mei;04/06/2023
21499070000106;Mei;04/06/2023
21508249000182;Mei;04/06/2023
21512649000161;Pequena;04/06/2023
21519511000194;Mei;04/06/2023
21521351000118;Pequena;04/06/2023
21524377000110;Mei;04/06/2023
21543900000155;Micro;04/06/2023
21556175000150;Micro;04/06/2023
21560022000267;Pequena;04/06/2023
21568754000112;Mei;04/06/2023
21572228000126;Micro;04/06/2023
21577059000117;Mei;04/06/2023
21582619000121;Mei;04/06/2023
21584053000177;Pequena;04/06/2023
21584813000146;Pequena;04/06/2023
21587816000133;Pequena;04/06/2023
21591570000173;Micro;04/06/2023
21594932000180;Pequena;04/06/2023
21598630000180;Micro;04/06/2023
21599592000260;Micro;04/06/2023
21605560000140;Micro;04/06/2023
21612281000103;Micro;04/06/2023
21614909000100;Micro;04/06/2023
21628313000169;Mei;04/06/2023
21630006000112;Mei;04/06/2023
21630292000116;Mei;04/06/2023
21639379000154;Micro;04/06/2023
21649814000121;Micro;04/06/2023
21660218000142;Mei;04/06/2023
21662708000188;Mei;04/06/2023
21664462000183;Micro;04/06/2023
21671121000135;Mei;04/06/2023
21684387000112;Mei;04/06/2023
21685068000121;Mei;04/06/2023
21692212000157;Media;04/06/2023
21694934000140;Mei;04/06/2023
21707401000156;Mei;04/06/2023
21708513000121;Mei;04/06/2023
21715780000126;Mei;04/06/2023
21716495000120;Micro;04/06/2023
21718501000188;Media;04/06/2023
21720379000184;Mei;04/06/2023
21724275000148;Micro;04/06/2023
21727727000145;Pequena;04/06/2023
21728044000102;Mei;04/06/2023
21735007000121;Mei;04/06/2023
21755651000161;Mei;04/06/2023
21764942000116;Micro;04/06/2023
21770537000100;Mei;04/06/2023
21775103000101;Mei;04/06/2023
21785592000174;Mei;04/06/2023
21793474000108;Micro;04/06/2023
21794530000129;Mei;04/06/2023
21794791000149;Mei;04/06/2023
21807881000208;Media;04/06/2023
21816493000102;Micro;04/06/2023
21823683000157;Mei;04/06/2023
21824829000189;Mei;04/06/2023
21829071000171;Mei;04/06/2023
21830608000113;Mei;04/06/2023
21832435000172;Micro;04/06/2023
21835633000190;Mei;04/06/2023
21847388000130;Pequena;04/06/2023
21847711000176;Micro;04/06/2023
21853772000146;Micro;04/06/2023
21854576000196;Pequena;04/06/2023
21857996000126;Pequena;04/06/2023
21864175000117;Mei;04/06/2023
21870079000181;Mei;04/06/2023
21880515000101;Pequena;04/06/2023
21893460000166;Mei;04/06/2023
21905504000120;Micro;04/06/2023
21909776000107;Mei;04/06/2023
21913973000191;Mei;04/06/2023
21919040000101;Mei;04/06/2023
21920614000161;Mei;04/06/2023
21921768000178;Pequena;04/06/2023
21922559000149;Micro;04/06/2023
21922850001512;Media;04/06/2023
21926484000174;Mei;04/06/2023
21928949000479;Pequena;04/06/2023
21934628000134;Micro;04/06/2023
21935680000105;Micro;04/06/2023
21937929000111;Mei;04/06/2023
21941859000175;Micro;04/06/2023
21951672000152;Micro;04/06/2023
21959391000146;Pequena;04/06/2023
21961093000271;Micro;04/06/2023
21964289000139;Mei;04/06/2023
21967699000133;Mei;04/06/2023
21967755000130;Mei;04/06/2023
21976760000109;Mei;04/06/2023
21979889000170;Micro;04/06/2023
21997260000153;Mei;04/06/2023
21998061000160;Mei;04/06/2023
22000435000179;Mei;04/06/2023
22002261000183;Mei;04/06/2023
22015708000159;Micro;04/06/2023
22017277000160;Micro;04/06/2023
22019900000113;Mei;04/06/2023
22021315000158;Pequena;04/06/2023
22024137000208;Micro;04/06/2023
22038052000190;Mei;04/06/2023
22041932000115;Pequena;04/06/2023
22074865000135;Mei;04/06/2023
22077647000154;Micro;04/06/2023
22079535000132;Mei;04/06/2023
22088701000167;Mei;04/06/2023
22096790000193;Mei;04/06/2023
22121348000170;Mei;04/06/2023
22123191000111;Mei;04/06/2023
22136385000151;Pequena;04/06/2023
22136564000199;Pequena;04/06/2023
22137930000124;Mei;04/06/2023
22138969000166;Micro;04/06/2023
22139247000126;Mei;04/06/2023
22141147002340;Pequena;04/06/2023
22142114000109;Micro;04/06/2023
22142885000104;Mei;04/06/2023
22144249000103;Mei;04/06/2023
22147834000167;Mei;04/06/2023
22161089000100;Micro;04/06/2023
22161355000103;Mei;04/06/2023
22172970000107;Mei;04/06/2023
22175116000102;Pequena;04/06/2023
22176426000133;Mei;04/06/2023
22184752000192;Mei;04/06/2023
22194425000111;Pequena;04/06/2023
22197509000109;Mei;04/06/2023
22203096000128;Micro;04/06/2023
22204383000152;Micro;04/06/2023
22208241000163;Mei;04/06/2023
22217469000110;Micro;04/06/2023
22224031000169;Micro;04/06/2023
22227637000158;Mei;04/06/2023
22231369000490;Pequena;04/06/2023
22234104000101;Micro;04/06/2023
22235894000131;Mei;04/06/2023
22243695000175;Pequena;04/06/2023
22261722000132;Mei;04/06/2023
22262188000189;Mei;04/06/2023
22262812000148;Mei;04/06/2023
22264917000136;Mei;04/06/2023
22266175000188;Grande;04/06/2023
22281373000110;Micro;04/06/2023
22283722000133;Mei;04/06/2023
22298279000174;Mei;04/06/2023
22298817000120;Mei;04/06/2023
22299712000196;Mei;04/06/2023
22309962000160;Micro;04/06/2023
22316755000132;Micro;04/06/2023
22319254000100;Mei;04/06/2023
22325996000148;Micro;04/06/2023
22339516000106;Mei;04/06/2023
22347556000191;Mei;04/06/2023
22348754000170;Mei;04/06/2023
22350947000165;Micro;04/06/2023
22357788000120;Micro;04/06/2023
22362166000190;Mei;04/06/2023
22362868000174;Mei;04/06/2023
22364143000115;Micro;04/06/2023
22367570000157;Micro;04/06/2023
22370513000127;Micro;04/06/2023
22371055000140;Micro;04/06/2023
22386037000132;Pequena;04/06/2023
22388412000183;Mei;04/06/2023
22393496000143;Media;04/06/2023
22400614000101;Pequena;04/06/2023
22404561000199;Micro;04/06/2023
22407336000106;Micro;04/06/2023
22411971000167;Mei;04/06/2023
22415419000147;Micro;04/06/2023
22415800000106;Grande;04/06/2023
22421899000159;Mei;04/06/2023
22422172000196;Grande;04/06/2023
22437904000111;Mei;04/06/2023
22446285000121;Mei;04/06/2023
22454408000176;Mei;04/06/2023
22454448000118;Pequena;04/06/2023
22459073000189;Pequena;04/06/2023
22462621000120;Mei;04/06/2023
22475530000129;Pequena;04/06/2023
22485716000169;Mei;04/06/2023
22490756000107;Mei;04/06/2023
22494144000184;Mei;04/06/2023
22494259000179;Mei;04/06/2023
22494669000110;Mei;04/06/2023
22495111000159;Mei;04/06/2023
22501473000105;Mei;04/06/2023
22506046000110;Micro;04/06/2023
22508317000176;Mei;04/06/2023
22513474000170;Micro;04/06/2023
22516851000124;Mei;04/06/2023
22517837000145;Micro;04/06/2023
22521344000189;Pequena;04/06/2023
22523643000152;Pequena;04/06/2023
22537409000184;Micro;04/06/2023
22539352000152;Mei;04/06/2023
22539437000130;Micro;04/06/2023
22539558000182;Micro;04/06/2023
22539715000150;Mei;04/06/2023
22562105000177;Micro;04/06/2023
22565757000165;Mei;04/06/2023
22566206000116;Mei;04/06/2023
22566832000102;Mei;04/06/2023
22571419000136;Mei;04/06/2023
22579323000114;Micro;04/06/2023
22581098000231;Pequena;04/06/2023
22581435000100;Micro;04/06/2023
22584798000107;Media;04/06/2023
22585751000150;Mei;04/06/2023
22586356000191;Mei;04/06/2023
22592709000166;Mei;04/06/2023
22592914000121;Mei;04/06/2023
22598707000184;Micro;04/06/2023
22614070000253;Micro;04/06/2023
22614767000143;Mei;04/06/2023
22621800000162;Mei;04/06/2023
22622593000160;Mei;04/06/2023
22624992000160;Mei;04/06/2023
22629162000126;Mei;04/06/2023
22629811000431;Media;04/06/2023
22634560000130;Mei;04/06/2023
22635876000147;Micro;04/06/2023
22646323000270;Pequena;04/06/2023
22647228000100;Micro;04/06/2023
22653626000130;Pequena;04/06/2023
22659286000154;Mei;04/06/2023
22666743000138;Mei;04/06/2023
22669522000113;Mei;04/06/2023
22677520000176;Grande;04/06/2023
22682614000133;Pequena;04/06/2023
22684169000140;Micro;04/06/2023
22685341001748;Grande;04/06/2023
22685472000168;Micro;04/06/2023
22688250000107;Pequena;04/06/2023
22696048000119;Mei;04/06/2023
22719294000149;Mei;04/06/2023
22721582000138;Micro;04/06/2023
22722159000152;Micro;04/06/2023
22723318000133;Micro;04/06/2023
22742869000144;Micro;04/06/2023
22745270000164;Mei;04/06/2023
22753834000534;Media;04/06/2023
22759206000132;Micro;04/06/2023
22761614000129;Mei;04/06/2023
22762211000102;Mei;04/06/2023
22763502000379;Media;04/06/2023
22773379000105;Pequena;04/06/2023
22774795000128;Mei;04/06/2023
22775588000198;Pequena;04/06/2023
22785431000143;Mei;04/06/2023
22786060000114;Mei;04/06/2023
22804567000153;Micro;04/06/2023
22812232000187;Mei;04/06/2023
22819594000108;Mei;04/06/2023
22820735000102;Micro;04/06/2023
22827470000166;Micro;04/06/2023
22851318000119;Mei;04/06/2023
22855254000124;Mei;04/06/2023
22858119000132;Mei;04/06/2023
22861930000172;Micro;04/06/2023
22863637000144;Micro;04/06/2023
22884009000145;Mei;04/06/2023
22884527000169;Micro;04/06/2023
22887934000120;Mei;04/06/2023
22893488000166;Mei;04/06/2023
22895153000187;Mei;04/06/2023
22898465000144;Mei;04/06/2023
22911490000110;Mei;04/06/2023
22915031000296;Micro;04/06/2023
22917700000188;Mei;04/06/2023
22925941000179;Mei;04/06/2023
22927653000153;Micro;04/06/2023
22935914000187;Mei;04/06/2023
22937096000151;Mei;04/06/2023
22938422000145;Pequena;04/06/2023
22940205000190;Mei;04/06/2023
22947259000187;Mei;04/06/2023
22947357000114;Mei;04/06/2023
22949375000135;Mei;04/06/2023
22958687000105;Mei;04/06/2023
22963707000306;Micro;04/06/2023
22965391000111;Mei;04/06/2023
22966895000156;Mei;04/06/2023
22970813000147;Mei;04/06/2023
22989912000170;Mei;04/06/2023
22999277000102;Mei;04/06/2023
23007029000109;Micro;04/06/2023
23008920000151;Mei;04/06/2023
23009757000575;Micro;04/06/2023
23019385000134;Micro;04/06/2023
23023942000190;Micro;04/06/2023
23025357000120;Mei;04/06/2023
23027928000165;Micro;04/06/2023
23034742000133;Micro;04/06/2023
23040101000191;Micro;04/06/2023
23041093000106;Micro;04/06/2023
23044762000195;Mei;04/06/2023
23045688000121;Mei;04/06/2023
23049316000173;Micro;04/06/2023
23075767000185;Micro;04/06/2023
23085546000198;Micro;04/06/2023
23085979000143;Mei;04/06/2023
23090308000170;Mei;04/06/2023
23094167000164;Mei;04/06/2023
23102512000164;Micro;04/06/2023
23103854000107;Micro;04/06/2023
23106186000163;Micro;04/06/2023
23107305000100;Mei;04/06/2023
23109403000179;Micro;04/06/2023
23114013000197;Mei;04/06/2023
23116830000184;Mei;04/06/2023
23116976000120;Mei;04/06/2023
23119511000122;Mei;04/06/2023
23141776000127;Mei;04/06/2023
23154118000170;Mei;04/06/2023
23156059000179;Mei;04/06/2023
23160459000158;Micro;04/06/2023
23162611000131;Micro;04/06/2023
23171430000171;Pequena;04/06/2023
23173384000140;Pequena;04/06/2023
23181989000182;Mei;04/06/2023
23186721000133;Mei;04/06/2023
23189116000116;Mei;04/06/2023
23190310000111;Micro;04/06/2023
23197057000128;Mei;04/06/2023
23202579000170;Mei;04/06/2023
23208360000189;Mei;04/06/2023
23212394000147;Mei;04/06/2023
23214747000148;Micro;04/06/2023
23214994000144;Micro;04/06/2023
23221844000168;Mei;04/06/2023
23228054000104;Micro;04/06/2023
23229267000150;Micro;04/06/2023
23243506000127;Media;04/06/2023
23247977000103;Pequena;04/06/2023
23248076000136;Mei;04/06/2023
23249350000191;Pequena;04/06/2023
23254621000105;Micro;04/06/2023
23258005000114;Mei;04/06/2023
23259601000119;Micro;04/06/2023
23263594000552;Pequena;04/06/2023
23273364000140;Mei;04/06/2023
23281650000158;Mei;04/06/2023
23283758000180;Mei;04/06/2023
23286459000107;Mei;04/06/2023
23289422000124;Mei;04/06/2023
23292468000100;Mei;04/06/2023
