cnpj;dsc_porte;dt_carga
35208262000120;Mei;04/06/2023
35213381000171;Mei;04/06/2023
35223570000125;Mei;04/06/2023
35238140000187;Mei;04/06/2023
35240768000117;Mei;04/06/2023
35242018000184;Mei;04/06/2023
35242925000123;Mei;04/06/2023
35242943000105;Mei;04/06/2023
35250164000151;Mei;04/06/2023
35254803000157;Mei;04/06/2023
35263689000121;Mei;04/06/2023
35266644000100;Pequena;04/06/2023
35279495000114;Mei;04/06/2023
35285104000417;Grande;04/06/2023
35294842000188;Micro;04/06/2023
35296823000190;Mei;04/06/2023
35299897000180;Mei;04/06/2023
35304896000187;Mei;04/06/2023
35305559000104;Mei;04/06/2023
35307142000180;Mei;04/06/2023
35307703000141;Mei;04/06/2023
35311359000164;Mei;04/06/2023
35314165000112;Micro;04/06/2023
35314302000119;Mei;04/06/2023
35320297000157;Mei;04/06/2023
35322052000169;Mei;04/06/2023
35324218000186;Mei;04/06/2023
35333527000112;Mei;04/06/2023
35333736000166;Mei;04/06/2023
35334323000104;Mei;04/06/2023
35335671000198;Micro;04/06/2023
35335734000378;Pequena;04/06/2023
35338884000173;Mei;04/06/2023
35339826000164;Mei;04/06/2023
35342607000134;Mei;04/06/2023
35342876000109;Pequena;04/06/2023
35346561000121;Mei;04/06/2023
35351429000108;Grande;04/06/2023
35358643000196;Mei;04/06/2023
35360422000152;Mei;04/06/2023
35367243000147;Mei;04/06/2023
35368688000141;Mei;04/06/2023
35370488000123;Mei;04/06/2023
35371794000184;Mei;04/06/2023
35372968000123;Mei;04/06/2023
35374837000185;Mei;04/06/2023
35383334000176;Micro;04/06/2023
35386045000120;Pequena;04/06/2023
35394228000198;Mei;04/06/2023
35394475000194;Mei;04/06/2023
35398909000124;Micro;04/06/2023
35403554000114;Mei;04/06/2023
35404013000100;Mei;04/06/2023
35406151000129;Mei;04/06/2023
35410856000110;Mei;04/06/2023
35415349000179;Mei;04/06/2023
35417141000199;Pequena;04/06/2023
35418399000100;Micro;04/06/2023
35429908000108;Mei;04/06/2023
35432719000186;Mei;04/06/2023
35443353000140;Mei;04/06/2023
35447571000153;Micro;04/06/2023
35453382000193;Mei;04/06/2023
35457556000196;Mei;04/06/2023
35460776000179;Mei;04/06/2023
35470441000131;Mei;04/06/2023
35470554000137;Mei;04/06/2023
35471176000106;Micro;04/06/2023
35476242000130;Micro;04/06/2023
35477825000186;Pequena;04/06/2023
35485787000103;Mei;04/06/2023
35491830000143;Mei;04/06/2023
35491942000102;Mei;04/06/2023
35496258000105;Mei;04/06/2023
35503851000131;Micro;04/06/2023
35505249000133;Mei;04/06/2023
35505479000100;Mei;04/06/2023
35513952000193;Mei;04/06/2023
35514374000100;Micro;04/06/2023
35525721000108;Mei;04/06/2023
35529925000109;Mei;04/06/2023
35531175000100;Mei;04/06/2023
35531454000173;Micro;04/06/2023
35532214000193;Mei;04/06/2023
35535045000145;Mei;04/06/2023
35536743000165;Mei;04/06/2023
35537796000109;Mei;04/06/2023
35539812000194;Mei;04/06/2023
35540957000105;Mei;04/06/2023
35548724000159;Micro;04/06/2023
35552390000197;Micro;04/06/2023
35555383000149;Mei;04/06/2023
35563761000136;Pequena;04/06/2023
35566573000161;Mei;04/06/2023
35566761000190;Mei;04/06/2023
35570493000180;Mei;04/06/2023
35581372000133;Micro;04/06/2023
35584032000166;Mei;04/06/2023
35585267000172;Mei;04/06/2023
35589580000189;Mei;04/06/2023
35589797000199;Mei;04/06/2023
35599704000107;Mei;04/06/2023
35602033000196;Mei;04/06/2023
35603839000107;Mei;04/06/2023
35604186000172;Mei;04/06/2023
35604714000193;Mei;04/06/2023
35607371000110;Mei;04/06/2023
35609433000123;Mei;04/06/2023
35614464000172;Mei;04/06/2023
35626768000150;Pequena;04/06/2023
35631091000148;Mei;04/06/2023
35631663000199;Micro;04/06/2023
35631972000169;Micro;04/06/2023
35634843000124;Mei;04/06/2023
35636942000145;Micro;04/06/2023
35638366000175;Pequena;04/06/2023
35644062000110;Micro;04/06/2023
35647983000137;Mei;04/06/2023
35648423000105;Mei;04/06/2023
35648687000150;Pequena;04/06/2023
35657196000176;Micro;04/06/2023
35660723000100;Mei;04/06/2023
35661379000165;Mei;04/06/2023
35661594000166;Mei;04/06/2023
35663678000139;Mei;04/06/2023
35664129000189;Pequena;04/06/2023
35684027000125;Mei;04/06/2023
35684982000162;Mei;04/06/2023
35688667000103;Mei;04/06/2023
35696107000109;Mei;04/06/2023
35696788000105;Mei;04/06/2023
35712931000105;Mei;04/06/2023
35718013000185;Micro;04/06/2023
35724926000104;Mei;04/06/2023
35726753000163;Micro;04/06/2023
35726875000150;Pequena;04/06/2023
35727082000155;Mei;04/06/2023
35730722000186;Mei;04/06/2023
35732295000175;Mei;04/06/2023
35739927000122;Mei;04/06/2023
35741587000174;Micro;04/06/2023
35742145000142;Mei;04/06/2023
35743468000150;Micro;04/06/2023
35744327000152;Micro;04/06/2023
35744948000136;Mei;04/06/2023
35749223000130;Mei;04/06/2023
35751066000106;Mei;04/06/2023
35755272000186;Micro;04/06/2023
35757801000180;Micro;04/06/2023
35761293000104;Micro;04/06/2023
35761306000145;Micro;04/06/2023
35768752000181;Grande;04/06/2023
35769723000134;Mei;04/06/2023
35779348000103;Mei;04/06/2023
35780658000148;Mei;04/06/2023
35784177000100;Mei;04/06/2023
35787062000170;Mei;04/06/2023
35789074000133;Mei;04/06/2023
35791391000194;Media;04/06/2023
35792971000104;Micro;04/06/2023
35793550000190;Mei;04/06/2023
35797061000106;Mei;04/06/2023
35797437000182;Pequena;04/06/2023
35799663000100;Mei;04/06/2023
35802382000151;Micro;04/06/2023
35804299000111;Mei;04/06/2023
35814889000125;Grande;04/06/2023
35820071000115;Mei;04/06/2023
35820962000171;Mei;04/06/2023
35821268000179;Mei;04/06/2023
35822894000180;Mei;04/06/2023
35824496000100;Micro;04/06/2023
35828707000175;Mei;04/06/2023
35831702000100;Mei;04/06/2023
35833194000190;Mei;04/06/2023
35833811000158;Mei;04/06/2023
35854604000180;Mei;04/06/2023
35854921000104;Mei;04/06/2023
35857582000101;Micro;04/06/2023
35862803000130;Mei;04/06/2023
35865702000112;Mei;04/06/2023
35866376000168;Mei;04/06/2023
35868631000101;Mei;04/06/2023
35869613000144;Mei;04/06/2023
35873338000132;Mei;04/06/2023
35873790000102;Mei;04/06/2023
35875654000143;Mei;04/06/2023
35877712000178;Mei;04/06/2023
35879664000157;Mei;04/06/2023
35880506000117;Micro;04/06/2023
35883626000178;Mei;04/06/2023
35887485000161;Mei;04/06/2023
35887883000188;Mei;04/06/2023
35895461000154;Pequena;04/06/2023
35895644000170;Mei;04/06/2023
35896780000184;Micro;04/06/2023
35897005000143;Mei;04/06/2023
35897845000106;Mei;04/06/2023
35898761000197;Mei;04/06/2023
35900648000280;Micro;04/06/2023
35903691000118;Mei;04/06/2023
35904664000160;Micro;04/06/2023
35906354000184;Mei;04/06/2023
35909341000169;Mei;04/06/2023
35915846000136;Mei;04/06/2023
35915850000102;Mei;04/06/2023
35918392000157;Mei;04/06/2023
35927182000125;Mei;04/06/2023
35928487000151;Mei;04/06/2023
35930310000190;Mei;04/06/2023
35933499000174;Pequena;04/06/2023
35935322000107;Mei;04/06/2023
35935605000159;Mei;04/06/2023
35940557000197;Pequena;04/06/2023
35946347000106;Mei;04/06/2023
35950289000194;Mei;04/06/2023
35952400000181;Mei;04/06/2023
35955382000191;Micro;04/06/2023
35957014000182;Mei;04/06/2023
35959941000131;Mei;04/06/2023
35963980000102;Micro;04/06/2023
35967533000121;Mei;04/06/2023
35973899000103;Mei;04/06/2023
35988410000177;Mei;04/06/2023
35989758000189;Mei;04/06/2023
35991456000145;Mei;04/06/2023
35991883000123;Mei;04/06/2023
35993068000101;Mei;04/06/2023
35993083000141;Mei;04/06/2023
35997704000165;Mei;04/06/2023
35998894000135;Mei;04/06/2023
36000991000150;Mei;04/06/2023
36001321000158;Mei;04/06/2023
36003931000190;Mei;04/06/2023
36005951000109;Micro;04/06/2023
36006895000119;Mei;04/06/2023
36009324000138;Micro;04/06/2023
36017668000199;Mei;04/06/2023
36018342000186;Mei;04/06/2023
36019212000168;Mei;04/06/2023
36019280000127;Mei;04/06/2023
36020950000125;Mei;04/06/2023
36021946000181;Mei;04/06/2023
36030584000195;Mei;04/06/2023
36031077000176;Mei;04/06/2023
36037529000127;Mei;04/06/2023
36040379000100;Micro;04/06/2023
36042693000122;Mei;04/06/2023
36048587000156;Mei;04/06/2023
36048623000181;Mei;04/06/2023
36050685000128;Mei;04/06/2023
36052245000100;Mei;04/06/2023
36052573000106;Mei;04/06/2023
36054997000100;Pequena;04/06/2023
36055145000137;Mei;04/06/2023
36059982000134;Micro;04/06/2023
36060670000140;Mei;04/06/2023
36064656000115;Pequena;04/06/2023
36065198000139;Mei;04/06/2023
36066632000103;Mei;04/06/2023
36070744000120;Micro;04/06/2023
36075115000192;Mei;04/06/2023
36077056000191;Micro;04/06/2023
36078319000187;Micro;04/06/2023
36079368000134;Mei;04/06/2023
36079961000180;Mei;04/06/2023
36083974000123;Mei;04/06/2023
36084318000145;Mei;04/06/2023
36084641000119;Mei;04/06/2023
36087836000112;Mei;04/06/2023
36095175000258;Media;04/06/2023
36098855000144;Mei;04/06/2023
36101479000108;Mei;04/06/2023
36113931000143;Mei;04/06/2023
36122367000125;Mei;04/06/2023
36122555000153;Mei;04/06/2023
36123190000181;Mei;04/06/2023
36125368000123;Mei;04/06/2023
36126411000175;Mei;04/06/2023
36127982000124;Mei;04/06/2023
36129809000165;Mei;04/06/2023
36135842000106;Mei;04/06/2023
36139315000161;Mei;04/06/2023
36139762000110;Micro;04/06/2023
36140808000111;Mei;04/06/2023
36143670000104;Mei;04/06/2023
36145251000101;Micro;04/06/2023
36145259000178;Micro;04/06/2023
36150677000153;Mei;04/06/2023
36163059000148;Mei;04/06/2023
36163568000170;Mei;04/06/2023
36164587000111;Mei;04/06/2023
36165209000152;Mei;04/06/2023
36165974000172;Mei;04/06/2023
36167114000178;Mei;04/06/2023
36167257000180;Mei;04/06/2023
36168973000181;Mei;04/06/2023
36172878000151;Mei;04/06/2023
36185810000107;Micro;04/06/2023
36187993000108;Mei;04/06/2023
36196645000199;Mei;04/06/2023
36197094000188;Mei;04/06/2023
36199068000199;Micro;04/06/2023
36203345000190;Mei;04/06/2023
36204464000167;Mei;04/06/2023
36209388000182;Micro;04/06/2023
36210044000193;Mei;04/06/2023
36211300000167;Mei;04/06/2023
36211351000199;Micro;04/06/2023
36218224000111;Mei;04/06/2023
36219077000102;Mei;04/06/2023
36221839000105;Mei;04/06/2023
36233236000115;Mei;04/06/2023
36236177000139;Mei;04/06/2023
36236332000117;Mei;04/06/2023
36237609000126;Mei;04/06/2023
36241930000184;Micro;04/06/2023
36251110000173;Mei;04/06/2023
36251603000103;Mei;04/06/2023
36262439000130;Mei;04/06/2023
36263476000162;Mei;04/06/2023
36265787000160;Mei;04/06/2023
36272535000169;Mei;04/06/2023
36274246000107;Micro;04/06/2023
36275545000158;Mei;04/06/2023
36282223000136;Mei;04/06/2023
36286082000120;Mei;04/06/2023
36287485000193;Mei;04/06/2023
36289374000116;Mei;04/06/2023
36291546000196;Mei;04/06/2023
36296113000123;Pequena;04/06/2023
36296627000189;Micro;04/06/2023
36302815000172;Mei;04/06/2023
36306776000181;Mei;04/06/2023
36307252000105;Mei;04/06/2023
36308907000160;Mei;04/06/2023
36309372000141;Micro;04/06/2023
36313799000113;Pequena;04/06/2023
36320857000136;Mei;04/06/2023
36322224000167;Grande;04/06/2023
36322355000144;Mei;04/06/2023
36324404000188;Mei;04/06/2023
36329411000172;Mei;04/06/2023
36333244000133;Mei;04/06/2023
36337563000117;Mei;04/06/2023
36340522000180;Mei;04/06/2023
36341963000104;Mei;04/06/2023
36342448000130;Mei;04/06/2023
36343021000157;Mei;04/06/2023
36344383000162;Mei;04/06/2023
36344445000136;Mei;04/06/2023
36347892000149;Mei;04/06/2023
36348961000139;Micro;04/06/2023
36350813000159;Mei;04/06/2023
36350894000197;Mei;04/06/2023
36353342000132;Mei;04/06/2023
36357396000176;Mei;04/06/2023
36364451000155;Mei;04/06/2023
36364630000192;Mei;04/06/2023
36369822000191;Mei;04/06/2023
36371269000121;Mei;04/06/2023
36374461000171;Mei;04/06/2023
36375221000191;Mei;04/06/2023
36376496000220;Micro;04/06/2023
36377159000177;Media;04/06/2023
36379266000134;Micro;04/06/2023
36380697000110;Mei;04/06/2023
36380772000143;Pequena;04/06/2023
36384195000168;Mei;04/06/2023
36389034000167;Mei;04/06/2023
36389847000157;Mei;04/06/2023
36393968000172;Mei;04/06/2023
36395642000184;Mei;04/06/2023
36397910000105;Mei;04/06/2023
36398068000118;Mei;04/06/2023
36398171000168;Mei;04/06/2023
36399361000108;Mei;04/06/2023
36400898000132;Mei;04/06/2023
36401121000192;Mei;04/06/2023
36407909000106;Mei;04/06/2023
36408890000112;Pequena;04/06/2023
36411822000102;Mei;04/06/2023
36414745000144;Mei;04/06/2023
36424122000152;Mei;04/06/2023
36425701000110;Mei;04/06/2023
36426087000100;Mei;04/06/2023
36435908000175;Micro;04/06/2023
36435982000191;Mei;04/06/2023
36438363000150;Mei;04/06/2023
36439070000198;Mei;04/06/2023
36440160000107;Micro;04/06/2023
36441937000140;Micro;04/06/2023
36442133000165;Micro;04/06/2023
36443452000195;Mei;04/06/2023
36444980000169;Mei;04/06/2023
36447220000105;Mei;04/06/2023
36448551000160;Pequena;04/06/2023
36454664000178;Mei;04/06/2023
36457269000149;Mei;04/06/2023
36458046000104;Mei;04/06/2023
36463420000151;Pequena;04/06/2023
36464749000137;Micro;04/06/2023
36465558000190;Mei;04/06/2023
36468678000140;Mei;04/06/2023
36469634000135;Mei;04/06/2023
36471022000187;Mei;04/06/2023
36472258000138;Mei;04/06/2023
36475146000130;Mei;04/06/2023
36475204000126;Mei;04/06/2023
36476969000180;Mei;04/06/2023
36479271000119;Mei;04/06/2023
36485912000148;Mei;04/06/2023
36490933000151;Mei;04/06/2023
36495574000125;Mei;04/06/2023
36498501000197;Mei;04/06/2023
36498783000122;Mei;04/06/2023
36501988000110;Mei;04/06/2023
36501994000177;Mei;04/06/2023
36502786000192;Mei;04/06/2023
36502982000167;Micro;04/06/2023
36506682000156;Mei;04/06/2023
36511184000100;Mei;04/06/2023
36512478000148;Mei;04/06/2023
36514746000160;Mei;04/06/2023
36523431000180;Mei;04/06/2023
36523480000112;Mei;04/06/2023
36524069000161;Mei;04/06/2023
36527254000100;Mei;04/06/2023
36538695000107;Mei;04/06/2023
36540411000117;Mei;04/06/2023
36540958000112;Mei;04/06/2023
36542025000164;Grande;04/06/2023
36545526000102;Mei;04/06/2023
36545740000150;Mei;04/06/2023
36551208000146;Pequena;04/06/2023
36552130000184;Micro;04/06/2023
36552324000180;Mei;04/06/2023
36558711000123;Mei;04/06/2023
36569905000124;Mei;04/06/2023
36570139000118;Mei;04/06/2023
36573080000111;Mei;04/06/2023
36575523000103;Mei;04/06/2023
36576623000154;Mei;04/06/2023
36580839000193;Mei;04/06/2023
36581761000121;Mei;04/06/2023
36584956000125;Mei;04/06/2023
36588814000136;Mei;04/06/2023
36593698000143;Mei;04/06/2023
36597632000121;Mei;04/06/2023
36597957000376;Micro;04/06/2023
36600444000105;Mei;04/06/2023
36603633000131;Mei;04/06/2023
36604302000116;Grande;04/06/2023
36605460000190;Mei;04/06/2023
36606230000146;Mei;04/06/2023
36606284000101;Micro;04/06/2023
36607762000106;Pequena;04/06/2023
36612290000171;Mei;04/06/2023
36615390000151;Mei;04/06/2023
36616112000119;Micro;04/06/2023
36618258000101;Mei;04/06/2023
36619440000179;Mei;04/06/2023
36625428000177;Mei;04/06/2023
36627211000104;Mei;04/06/2023
36631621000110;Mei;04/06/2023
36632411000147;Mei;04/06/2023
36634191000190;Micro;04/06/2023
36638113000164;Grande;04/06/2023
36638324000105;Micro;04/06/2023
36640960000163;Mei;04/06/2023
36648964000198;Mei;04/06/2023
36650898000190;Mei;04/06/2023
36654225000109;Mei;04/06/2023
36654673000102;Mei;04/06/2023
36656118000110;Mei;04/06/2023
36656310000106;Micro;04/06/2023
36661966000117;Mei;04/06/2023
36662637000190;Mei;04/06/2023
36663389000100;Mei;04/06/2023
36663850000117;Mei;04/06/2023
36665193000147;Mei;04/06/2023
36666046000191;Mei;04/06/2023
36669784000192;Mei;04/06/2023
36672263000194;Mei;04/06/2023
36673271000155;Pequena;04/06/2023
36674100000140;Micro;04/06/2023
36675370000176;Mei;04/06/2023
36676933000140;Mei;04/06/2023
36680402000202;Pequena;04/06/2023
36680772000169;Mei;04/06/2023
36686572000113;Mei;04/06/2023
36689490000122;Mei;04/06/2023
36693938000181;Mei;04/06/2023
36698247000170;Mei;04/06/2023
36706213000180;Mei;04/06/2023
36719627000144;Mei;04/06/2023
36720806000100;Micro;04/06/2023
36726881000170;Mei;04/06/2023
36732799000158;Mei;04/06/2023
36742266000157;Mei;04/06/2023
36742832000120;Mei;04/06/2023
36743526000109;Micro;04/06/2023
36745116000105;Mei;04/06/2023
36745758000104;Mei;04/06/2023
36746235000174;Mei;04/06/2023
36746368000140;Mei;04/06/2023
36751400000186;Micro;04/06/2023
36759822000106;Mei;04/06/2023
36765243000168;Mei;04/06/2023
36765298000178;Mei;04/06/2023
36767228000159;Micro;04/06/2023
36767576000126;Mei;04/06/2023
36771179000128;Micro;04/06/2023
36777904000175;Mei;04/06/2023
36781586000116;Mei;04/06/2023
36781987000176;Micro;04/06/2023
36783480000151;Mei;04/06/2023
36794753000163;Mei;04/06/2023
36795129000180;Mei;04/06/2023
36799145000141;Mei;04/06/2023
36799219000140;Mei;04/06/2023
36800179000109;Mei;04/06/2023
36807705000162;Mei;04/06/2023
36810994000159;Mei;04/06/2023
36811589000155;Mei;04/06/2023
36813714000166;Mei;04/06/2023
36813930000101;Mei;04/06/2023
36814935000159;Mei;04/06/2023
36816381000129;Mei;04/06/2023
36821351000100;Micro;04/06/2023
36823957000185;Mei;04/06/2023
36826888000163;Mei;04/06/2023
36833572000107;Micro;04/06/2023
36838989000154;Mei;04/06/2023
36839498000128;Mei;04/06/2023
36840541000175;Mei;04/06/2023
36842286000108;Mei;04/06/2023
36847452000150;Mei;04/06/2023
36849635000105;Micro;04/06/2023
36850794000120;Mei;04/06/2023
36855848000140;Mei;04/06/2023
36855899000171;Mei;04/06/2023
36858203000160;Media;04/06/2023
36858698000128;Mei;04/06/2023
36861000000123;Pequena;04/06/2023
36862569000103;Mei;04/06/2023
36863789000151;Micro;04/06/2023
36865604000148;Mei;04/06/2023
36872079000198;Mei;04/06/2023
36872220000152;Mei;04/06/2023
36876901000199;Mei;04/06/2023
36885220000197;Mei;04/06/2023
36888318000106;Mei;04/06/2023
36890878000197;Mei;04/06/2023
36891468000160;Mei;04/06/2023
36894154000111;Mei;04/06/2023
36898454000179;Mei;04/06/2023
36902867000180;Mei;04/06/2023
36903570000139;Mei;04/06/2023
36909827000160;Mei;04/06/2023
36912463000177;Mei;04/06/2023
36916407000100;Mei;04/06/2023
36927350000145;Micro;04/06/2023
36928626000100;Mei;04/06/2023
36933007000103;Micro;04/06/2023
36936280000191;Micro;04/06/2023
36937188000146;Mei;04/06/2023
36938266000127;Pequena;04/06/2023
36939921000161;Media;04/06/2023
36942961000162;Micro;04/06/2023
36946439000159;Mei;04/06/2023
36951761000176;Pequena;04/06/2023
36959842000112;Mei;04/06/2023
36960860000114;Mei;04/06/2023
36963598000161;Mei;04/06/2023
36966254000106;Micro;04/06/2023
36966839000126;Mei;04/06/2023
36973037000143;Mei;04/06/2023
36976662000149;Micro;04/06/2023
36977854000170;Mei;04/06/2023
36980554000140;Mei;04/06/2023
36992233000165;Mei;04/06/2023
36992342000182;Mei;04/06/2023
36992866000173;Pequena;04/06/2023
36993482000175;Micro;04/06/2023
36996520000143;Mei;04/06/2023
37003157000180;Mei;04/06/2023
37003504000175;Mei;04/06/2023
37003828000103;Mei;04/06/2023
37005698000148;Mei;04/06/2023
37008095000108;Media;04/06/2023
37012449000180;Mei;04/06/2023
37015112000126;Micro;04/06/2023
37015718000161;Mei;04/06/2023
37019376000158;Mei;04/06/2023
37019774000174;Mei;04/06/2023
37021997000176;Mei;04/06/2023
37022198000114;Mei;04/06/2023
37023205000100;Micro;04/06/2023
37023605000108;Micro;04/06/2023
37029677000162;Mei;04/06/2023
37040666000183;Mei;04/06/2023
37040833000196;Mei;04/06/2023
37041719000180;Mei;04/06/2023
37048141000194;Mei;04/06/2023
37050107000154;Mei;04/06/2023
37053042000109;Micro;04/06/2023
37060739000107;Mei;04/06/2023
37061446000136;Mei;04/06/2023
37069429000145;Mei;04/06/2023
37071209000156;Mei;04/06/2023
37071714000109;Mei;04/06/2023
37073428000174;Pequena;04/06/2023
37075644000159;Mei;04/06/2023
37080616000120;Mei;04/06/2023
37082549000182;Micro;04/06/2023
37084823000152;Mei;04/06/2023
37092283000159;Mei;04/06/2023
37094734000197;Pequena;04/06/2023
37095818000145;Mei;04/06/2023
37098508000184;Mei;04/06/2023
37109236000170;Mei;04/06/2023
37111042000100;Mei;04/06/2023
37111893000152;Mei;04/06/2023
37111943000100;Mei;04/06/2023
37113905000188;Mei;04/06/2023
37119014000139;Mei;04/06/2023
37128438000160;Mei;04/06/2023
37132710000185;Mei;04/06/2023
37136380000104;Mei;04/06/2023
37136738000190;Mei;04/06/2023
37137870000117;Mei;04/06/2023
37147710000159;Micro;04/06/2023
37148118000171;Mei;04/06/2023
37148372000170;Mei;04/06/2023
37148532000180;Mei;04/06/2023
37151956000102;Mei;04/06/2023
37155208000190;Pequena;04/06/2023
37156463000157;Micro;04/06/2023
37157587000157;Mei;04/06/2023
37159729000115;Mei;04/06/2023
37164227000182;Mei;04/06/2023
37167171000110;Mei;04/06/2023
37168673000165;Mei;04/06/2023
37169031000180;Mei;04/06/2023
37170184000148;Micro;04/06/2023
37180433000186;Mei;04/06/2023
37180649000141;Micro;04/06/2023
37181974000129;Micro;04/06/2023
37184394000195;Mei;04/06/2023
37188078000191;Mei;04/06/2023
37191411000111;Mei;04/06/2023
37191917000120;Mei;04/06/2023
37198039000175;Micro;04/06/2023
37198100000184;Micro;04/06/2023
37198568000179;Mei;04/06/2023
37201857000180;Pequena;04/06/2023
37203873000101;Mei;04/06/2023
37203915000104;Mei;04/06/2023
37206538000167;Mei;04/06/2023
37213569000145;Mei;04/06/2023
37220706000179;Mei;04/06/2023
37220755000101;Mei;04/06/2023
37221267000119;Mei;04/06/2023
37225639000185;Mei;04/06/2023
37227789000128;Micro;04/06/2023
37228182000162;Mei;04/06/2023
37235867000136;Mei;04/06/2023
37236581000175;Mei;04/06/2023
37237330000105;Mei;04/06/2023
37239046000178;Mei;04/06/2023
37244180000167;Mei;04/06/2023
37246958000177;Micro;04/06/2023
37251301000106;Micro;04/06/2023
37257993000191;Mei;04/06/2023
37264375000179;Micro;04/06/2023
37266320000106;Mei;04/06/2023
37274675000139;Mei;04/06/2023
37279468000177;Micro;04/06/2023
37280110000164;Mei;04/06/2023
37292113000118;Micro;04/06/2023
37292395000153;Mei;04/06/2023
37294772000193;Mei;04/06/2023
37295857000196;Mei;04/06/2023
37303368000139;Mei;04/06/2023
37309843000184;Mei;04/06/2023
37314287000134;Mei;04/06/2023
37315059000189;Micro;04/06/2023
37322453000144;Mei;04/06/2023
37324161000140;Mei;04/06/2023
37325258000178;Mei;04/06/2023
37326032000191;Mei;04/06/2023
37327252000130;Mei;04/06/2023
37329896000167;Mei;04/06/2023
37331124000160;Mei;04/06/2023
37333458000172;Mei;04/06/2023
37335310000177;Mei;04/06/2023
37336372000101;Micro;04/06/2023
37337281000182;Mei;04/06/2023
37340757000134;Mei;04/06/2023
37343057000101;Mei;04/06/2023
37344912000190;Mei;04/06/2023
37354546000150;Mei;04/06/2023
37354704000172;Mei;04/06/2023
37357844000102;Mei;04/06/2023
37358744000192;Media;04/06/2023
37359067000127;Mei;04/06/2023
37372781000155;Mei;04/06/2023
37373890000197;Mei;04/06/2023
37376542000173;Micro;04/06/2023
37378390000148;Mei;04/06/2023
37380687000148;Mei;04/06/2023
37382625000175;Mei;04/06/2023
37400478000119;Mei;04/06/2023
37402893000101;Mei;04/06/2023
37403149000121;Mei;04/06/2023
37403156000123;Mei;04/06/2023
37404082000140;Mei;04/06/2023
37410924000176;Mei;04/06/2023
37412333000138;Mei;04/06/2023
37414045000112;Mei;04/06/2023
37419639000116;Mei;04/06/2023
37420614000132;Mei;04/06/2023
37420827000164;Pequena;04/06/2023
37424498000120;Mei;04/06/2023
37430226000132;Mei;04/06/2023
37433749000132;Mei;04/06/2023
37434385000105;Mei;04/06/2023
37437607000143;Mei;04/06/2023
37438077000158;Mei;04/06/2023
37439364000182;Mei;04/06/2023
37441753000142;Mei;04/06/2023
37445383000111;Mei;04/06/2023
37446779000183;Mei;04/06/2023
37447557000185;Mei;04/06/2023
37454190000127;Mei;04/06/2023
37458629000190;Mei;04/06/2023
37463467000188;Mei;04/06/2023
37470469000102;Mei;04/06/2023
37471951000159;Mei;04/06/2023
37476133000149;Mei;04/06/2023
37478248000172;Mei;04/06/2023
37481712000180;Mei;04/06/2023
37481820000152;Mei;04/06/2023
37487283000158;Mei;04/06/2023
37493121000122;Mei;04/06/2023
37497055000169;Mei;04/06/2023
37501801000140;Micro;04/06/2023
37507371000174;Mei;04/06/2023
37507543000100;Mei;04/06/2023
37508282000142;Micro;04/06/2023
37511372000192;Micro;04/06/2023
37511967000148;Mei;04/06/2023
37516302000127;Mei;04/06/2023
37519934000144;Mei;04/06/2023
37525536000130;Mei;04/06/2023
37532184000221;Pequena;04/06/2023
37533168000172;Mei;04/06/2023
37536619000125;Mei;04/06/2023
37539115000169;Mei;04/06/2023
37541155000145;Mei;04/06/2023
37548858000103;Mei;04/06/2023
37549732000145;Mei;04/06/2023
37551359000167;Mei;04/06/2023
37551895000162;Mei;04/06/2023
37560120000153;Micro;04/06/2023
37561463000132;Micro;04/06/2023
37563226000100;Mei;04/06/2023
37564497000180;Mei;04/06/2023
37572496000188;Mei;04/06/2023
37575043000105;Mei;04/06/2023
37586891000110;Mei;04/06/2023
37592751000154;Micro;04/06/2023
37595241000130;Micro;04/06/2023
37600444000178;Mei;04/06/2023
37600484000110;Mei;04/06/2023
37604243000149;Pequena;04/06/2023
37604564000143;Mei;04/06/2023
37608423000107;Pequena;04/06/2023
37609091000177;Pequena;04/06/2023
37615048000114;Mei;04/06/2023
37623371000130;Mei;04/06/2023
37624364000152;Mei;04/06/2023
37630248000146;Mei;04/06/2023
37631498000109;Mei;04/06/2023
37649747000185;Micro;04/06/2023
37650117000120;Pequena;04/06/2023
37652675000125;Micro;04/06/2023
37653389000184;Mei;04/06/2023
37654139000169;Mei;04/06/2023
37655718000126;Mei;04/06/2023
37659468000100;Mei;04/06/2023
37662074000101;Mei;04/06/2023
37663076000107;Grande;04/06/2023
37666771000122;Micro;04/06/2023
37668071000177;Mei;04/06/2023
37670515000109;Mei;04/06/2023
37671811000124;Micro;04/06/2023
37673695000182;Mei;04/06/2023
37674186000174;Mei;04/06/2023
37681639000190;Mei;04/06/2023
37682786000184;Mei;04/06/2023
37683234000190;Mei;04/06/2023
37685902000119;Mei;04/06/2023
37686783000119;Mei;04/06/2023
37690618000130;Mei;04/06/2023
37702934000185;Mei;04/06/2023
37705509000140;Mei;04/06/2023
37705656000110;Mei;04/06/2023
37714535000134;Micro;04/06/2023
37716551000166;Mei;04/06/2023
37716575000115;Mei;04/06/2023
37717783000139;Mei;04/06/2023
37719431000112;Mei;04/06/2023
37719774000187;Mei;04/06/2023
37729748000130;Mei;04/06/2023
37731863000149;Micro;04/06/2023
37734643000179;Mei;04/06/2023
37738388000132;Mei;04/06/2023
37738758000131;Mei;04/06/2023
