cnpj;dsc_nivel_atividade;dt_carga
35588587000186;Medio;04/06/2023
35590227000119;Alto;04/06/2023
35590614000155;Medio;04/06/2023
35593191000127;Alto;04/06/2023
35594110000103;Medio;04/06/2023
35596960000140;Inativo;04/06/2023
35597915000100;Medio;04/06/2023
35598047000183;Inativo;04/06/2023
35601739000133;Alto;04/06/2023
35602257000106;Alto;04/06/2023
35609953000136;Medio;04/06/2023
35619834000164;Alto;04/06/2023
35624457000151;Medio;04/06/2023
35626651000176;Alto;04/06/2023
35632571000123;Alto;04/06/2023
35632754000149;Inativo;04/06/2023
35633645000146;Medio;04/06/2023
35635897000104;Medio;04/06/2023
35637083000109;Medio;04/06/2023
35637769000108;Medio;04/06/2023
35637836000186;Medio;04/06/2023
35640817000109;Medio;04/06/2023
35647301000196;Medio;04/06/2023
35651385000131;Medio;04/06/2023
35652533000132;Alto;04/06/2023
35653198000197;Baixo;04/06/2023
35659670000107;Medio;04/06/2023
35661046000136;Alto;04/06/2023
35663114000104;Medio;04/06/2023
35665052000161;Medio;04/06/2023
35672878000158;Medio;04/06/2023
35675028000103;Medio;04/06/2023
35683009000129;Medio;04/06/2023
35683256000125;Alto;04/06/2023
35685706000119;Medio;04/06/2023
35686837000110;Medio;04/06/2023
35689455000140;Alto;04/06/2023
35699535000187;Medio;04/06/2023
35703254000150;Medio;04/06/2023
35703645000175;Baixo;04/06/2023
35705227000117;Baixo;04/06/2023
35708079000194;Medio;04/06/2023
35710429000157;Baixo;04/06/2023
35710883000108;Medio;04/06/2023
35714636000180;Medio;04/06/2023
35718737000129;Inativo;04/06/2023
35720677000189;Medio;04/06/2023
35725350000108;Medio;04/06/2023
35734568000110;Baixo;04/06/2023
35736158000109;Medio;04/06/2023
35737608000188;Alto;04/06/2023
35742973000180;Alto;04/06/2023
35745742000120;Baixo;04/06/2023
35747356000178;Alto;04/06/2023
35747686000163;Medio;04/06/2023
35753861000125;Medio;04/06/2023
35754551000125;Medio;04/06/2023
35755215000105;Medio;04/06/2023
35755322000125;Alto;04/06/2023
35755746000190;Medio;04/06/2023
35759197000121;Medio;04/06/2023
35763139000171;Alto;04/06/2023
35765470000120;Medio;04/06/2023
35769721000145;Alto;04/06/2023
35771701000109;Medio;04/06/2023
35773814000143;Medio;04/06/2023
35774577000135;Baixo;04/06/2023
35776793000110;Medio;04/06/2023
35780937000101;Baixo;04/06/2023
35782414000102;Medio;04/06/2023
35784217000114;Baixo;04/06/2023
35784934000146;Medio;04/06/2023
35786917000148;Medio;04/06/2023
35786993000153;Alto;04/06/2023
35787749000105;Medio;04/06/2023
35791391000194;Alto;04/06/2023
35792737000179;Alto;04/06/2023
35798531000156;Medio;04/06/2023
35805544000105;Alto;04/06/2023
35807944000150;Inativo;04/06/2023
35808049000150;Medio;04/06/2023
35819220000126;Medio;04/06/2023
35824395000121;Medio;04/06/2023
35831737000130;Medio;04/06/2023
35837951000102;Baixo;04/06/2023
35840196000107;Baixo;04/06/2023
35842283000101;Medio;04/06/2023
35842551000187;Medio;04/06/2023
35850707000171;Medio;04/06/2023
35855665000161;Medio;04/06/2023
35856976000145;Medio;04/06/2023
35857738000154;Medio;04/06/2023
35860697000155;Medio;04/06/2023
35861816000194;Alto;04/06/2023
35869326000134;Medio;04/06/2023
35870728000159;Medio;04/06/2023
35873042000111;Alto;04/06/2023
35874930000159;Medio;04/06/2023
35875687000193;Alto;04/06/2023
35876088000194;Medio;04/06/2023
35876980000175;Medio;04/06/2023
35879735000111;Medio;04/06/2023
35880399000127;Baixo;04/06/2023
35885071000101;Baixo;04/06/2023
35886895000198;Alto;04/06/2023
35888477000130;Alto;04/06/2023
35890497000145;Alto;04/06/2023
35901584000150;Alto;04/06/2023
35905836000110;Medio;04/06/2023
35907432000165;Medio;04/06/2023
35912007000164;Baixo;04/06/2023
35919184000172;Baixo;04/06/2023
35920679000111;Alto;04/06/2023
35922795000170;Medio;04/06/2023
35924284000197;Medio;04/06/2023
35928926000126;Alto;04/06/2023
35929357000133;Baixo;04/06/2023
35932097000155;Alto;04/06/2023
35937452000189;Medio;04/06/2023
35943795000156;Alto;04/06/2023
35948653000181;Medio;04/06/2023
35948732000192;Baixo;04/06/2023
35949937000192;Alto;04/06/2023
35953811000191;Alto;04/06/2023
35954127000124;Medio;04/06/2023
35955454000109;Medio;04/06/2023
35957822000140;Medio;04/06/2023
35960308000163;Alto;04/06/2023
35961495000108;Alto;04/06/2023
35968677000100;Medio;04/06/2023
35970124000184;Medio;04/06/2023
35977762000127;Medio;04/06/2023
35980123000110;Medio;04/06/2023
35984411000143;Alto;04/06/2023
35995003000197;Alto;04/06/2023
36000711000103;Muito baixo;04/06/2023
36000985000100;Alto;04/06/2023
36005998000164;Alto;04/06/2023
36007549000155;Medio;04/06/2023
36007951000130;Medio;04/06/2023
36010880000124;Medio;04/06/2023
36012579000150;Alto;04/06/2023
36013854000150;Alto;04/06/2023
36022306000196;Medio;04/06/2023
36023913000170;Baixo;04/06/2023
36026097000159;Baixo;04/06/2023
36026248000179;Baixo;04/06/2023
36028989000199;Medio;04/06/2023
36031420000182;Alto;04/06/2023
36033393000187;Medio;04/06/2023
36037380000186;Alto;04/06/2023
36038897000190;Baixo;04/06/2023
36039110000104;Medio;04/06/2023
36040563000150;Alto;04/06/2023
36041852000174;Medio;04/06/2023
36042033000141;Medio;04/06/2023
36042946000168;Alto;04/06/2023
36061014000162;Medio;04/06/2023
36062531000156;Medio;04/06/2023
36066000000131;Medio;04/06/2023
36066464000148;Medio;04/06/2023
36067854000132;Medio;04/06/2023
36068317000107;Alto;04/06/2023
36068405000109;Medio;04/06/2023
36068990000147;Medio;04/06/2023
36072164000171;Baixo;04/06/2023
36079585000124;Alto;04/06/2023
36080932000139;Alto;04/06/2023
36080998000200;Medio;04/06/2023
36083747000106;Alto;04/06/2023
36089792000160;Alto;04/06/2023
36090904000100;Medio;04/06/2023
36096520000197;Medio;04/06/2023
36098602000170;Alto;04/06/2023
36099096000134;Medio;04/06/2023
36099694000103;Alto;04/06/2023
36102026000198;Medio;04/06/2023
36105549000198;Medio;04/06/2023
36106848000147;Medio;04/06/2023
36107074000179;Baixo;04/06/2023
36110114000131;Alto;04/06/2023
36110123000122;Baixo;04/06/2023
36113893000200;Baixo;04/06/2023
36113982000175;Medio;04/06/2023
36114751000186;Alto;04/06/2023
36127286000118;Medio;04/06/2023
36131749000115;Alto;04/06/2023
36133553000160;Medio;04/06/2023
36134293000147;Alto;04/06/2023
36135159000160;Medio;04/06/2023
36138273000144;Medio;04/06/2023
36138954000102;Medio;04/06/2023
36141623000121;Medio;04/06/2023
36143362000189;Medio;04/06/2023
36145360000129;Medio;04/06/2023
36146814000186;Medio;04/06/2023
36152590000115;Medio;04/06/2023
36158283000141;Alto;04/06/2023
36159609000155;Medio;04/06/2023
36162392000132;Medio;04/06/2023
36162416000153;Alto;04/06/2023
36165943000111;Medio;04/06/2023
36167011000108;Alto;04/06/2023
36169697000176;Medio;04/06/2023
36170274000176;Medio;04/06/2023
36172174000189;Medio;04/06/2023
36172713000180;Medio;04/06/2023
36176117000178;Baixo;04/06/2023
36176598000111;Medio;04/06/2023
36176676000188;Baixo;04/06/2023
36184728000168;Medio;04/06/2023
36188949000104;Medio;04/06/2023
36199920000128;Baixo;04/06/2023
36203154000128;Inativo;04/06/2023
36206138000199;Medio;04/06/2023
36208118000157;Medio;04/06/2023
36208143000130;Medio;04/06/2023
36213145000118;Alto;04/06/2023
36214029000113;Medio;04/06/2023
36214087000147;Medio;04/06/2023
36214280000188;Medio;04/06/2023
36219984000143;Medio;04/06/2023
36221252000198;Alto;04/06/2023
36222070000131;Medio;04/06/2023
36222546000134;Medio;04/06/2023
36230416000143;Medio;04/06/2023
36233979000195;Baixo;04/06/2023
36236274000121;Alto;04/06/2023
36237692000133;Alto;04/06/2023
36241454000100;Alto;04/06/2023
36244088000134;Medio;04/06/2023
36249472000120;Alto;04/06/2023
36250312000109;Medio;04/06/2023
36253294000100;Alto;04/06/2023
36256059000192;Medio;04/06/2023
36256543000111;Alto;04/06/2023
36262309000105;Alto;04/06/2023
36262476000148;Baixo;04/06/2023
36266059000173;Muito baixo;04/06/2023
36272339000194;Baixo;04/06/2023
36277896000106;Medio;04/06/2023
36278321000108;Baixo;04/06/2023
36285417000195;Medio;04/06/2023
36291783000157;Medio;04/06/2023
36295214000180;Alto;04/06/2023
36295866000114;Medio;04/06/2023
36296361000174;Baixo;04/06/2023
36299716000189;Medio;04/06/2023
36299767000100;Medio;04/06/2023
36301447000148;Alto;04/06/2023
36302567000160;Alto;04/06/2023
36307014000108;Alto;04/06/2023
36308027000193;Medio;04/06/2023
36308100000127;Muito baixo;04/06/2023
36312605000165;Alto;04/06/2023
36316720000108;Medio;04/06/2023
36321183000194;Medio;04/06/2023
36324999000171;Alto;04/06/2023
36325936000130;Medio;04/06/2023
36329099000117;Medio;04/06/2023
36329357000165;Medio;04/06/2023
36338586000146;Medio;04/06/2023
36341876000149;Medio;04/06/2023
36343678000114;Medio;04/06/2023
36345587000118;Baixo;04/06/2023
36346661000110;Medio;04/06/2023
36347618000170;Medio;04/06/2023
36349417000101;Alto;04/06/2023
36352911000125;Medio;04/06/2023
36356994000120;Medio;04/06/2023
36360500000181;Baixo;04/06/2023
36363825000118;Medio;04/06/2023
36368605000187;Alto;04/06/2023
36380005000134;Medio;04/06/2023
36381500000168;Medio;04/06/2023
36381559000156;Baixo;04/06/2023
36387971000183;Medio;04/06/2023
36390230000151;Medio;04/06/2023
36400531000119;Alto;04/06/2023
36408620000101;Baixo;04/06/2023
36411215000142;Medio;04/06/2023
36414391000138;Medio;04/06/2023
36415446000205;Medio;04/06/2023
36418734000132;Medio;04/06/2023
36418954000166;Medio;04/06/2023
36420642000197;Medio;04/06/2023
36432764000101;Baixo;04/06/2023
36440159000174;Alto;04/06/2023
36440391000102;Medio;04/06/2023
36440515000150;Medio;04/06/2023
36442071000191;Baixo;04/06/2023
36443094000110;Medio;04/06/2023
36447468000176;Medio;04/06/2023
36451284000260;Medio;04/06/2023
36454836000103;Baixo;04/06/2023
36456870000117;Baixo;04/06/2023
36457045000137;Medio;04/06/2023
36457537000122;Baixo;04/06/2023
36462069000184;Medio;04/06/2023
36462652000195;Alto;04/06/2023
36467822000124;Medio;04/06/2023
36477442000170;Medio;04/06/2023
36478629000199;Medio;04/06/2023
36482231000126;Medio;04/06/2023
36483167000106;Baixo;04/06/2023
36485248000137;Medio;04/06/2023
36485637000162;Alto;04/06/2023
36486073000182;Medio;04/06/2023
36486155000127;Medio;04/06/2023
36486896000108;Medio;04/06/2023
36490930000118;Baixo;04/06/2023
36491941000112;Medio;04/06/2023
36497347000139;Medio;04/06/2023
36510466000184;Baixo;04/06/2023
36512245000145;Medio;04/06/2023
36512545000124;Medio;04/06/2023
36514049000100;Medio;04/06/2023
36514762000153;Medio;04/06/2023
36517036000194;Baixo;04/06/2023
36519936000170;Muito baixo;04/06/2023
36524747000196;Baixo;04/06/2023
36526686000104;Medio;04/06/2023
36526974000150;Medio;04/06/2023
36528487000127;Baixo;04/06/2023
36528724000150;Medio;04/06/2023
36529260000104;Alto;04/06/2023
36538587000134;Medio;04/06/2023
36540345000185;Medio;04/06/2023
36540681000128;Medio;04/06/2023
36542025000164;Alto;04/06/2023
36543344000194;Medio;04/06/2023
36552454000112;Medio;04/06/2023
36558342000179;Medio;04/06/2023
36564709000167;Baixo;04/06/2023
36566725000199;Alto;04/06/2023
36567163000106;Medio;04/06/2023
36574907000101;Medio;04/06/2023
36577735000120;Baixo;04/06/2023
36584724000177;Medio;04/06/2023
36587453000103;Alto;04/06/2023
36588315000149;Medio;04/06/2023
36590631000155;Medio;04/06/2023
36591104000165;Medio;04/06/2023
36592344000184;Medio;04/06/2023
36598114000122;Baixo;04/06/2023
36600285000149;Alto;04/06/2023
36603085000140;Medio;04/06/2023
36606123000118;Medio;04/06/2023
36611594000114;Medio;04/06/2023
36612433000145;Medio;04/06/2023
36613464000110;Medio;04/06/2023
36619835000171;Medio;04/06/2023
36619893000103;Alto;04/06/2023
36620702000115;Medio;04/06/2023
36624887000136;Alto;04/06/2023
36630186000100;Medio;04/06/2023
36630248000183;Baixo;04/06/2023
36630653000100;Medio;04/06/2023
36634441000192;Medio;04/06/2023
36635420000191;Alto;04/06/2023
36639012000108;Medio;04/06/2023
36639505000148;Medio;04/06/2023
36639900000120;Medio;04/06/2023
36646878000146;Medio;04/06/2023
36647502000156;Medio;04/06/2023
36649453000190;Medio;04/06/2023
36649462000181;Baixo;04/06/2023
36650716000181;Alto;04/06/2023
36651199000165;Medio;04/06/2023
36653688000156;Medio;04/06/2023
36653902000174;Medio;04/06/2023
36655527000100;Medio;04/06/2023
36656461000164;Medio;04/06/2023
36658265000129;Medio;04/06/2023
36661174000142;Alto;04/06/2023
36665011000138;Medio;04/06/2023
36666571000107;Baixo;04/06/2023
36667511000109;Medio;04/06/2023
36670608000170;Medio;04/06/2023
36672773000161;Medio;04/06/2023
36674276000100;Muito baixo;04/06/2023
36674431000180;Alto;04/06/2023
36676834000169;Alto;04/06/2023
36678287000150;Medio;04/06/2023
36678601000103;Medio;04/06/2023
36679809000139;Medio;04/06/2023
36680402000202;Alto;04/06/2023
36683735000104;Medio;04/06/2023
36687032000154;Medio;04/06/2023
36689250000128;Medio;04/06/2023
36689898000102;Medio;04/06/2023
36701520000179;Medio;04/06/2023
36706762000155;Alto;04/06/2023
36710725000110;Medio;04/06/2023
36713387000170;Medio;04/06/2023
36715239000195;Muito baixo;04/06/2023
36720302000181;Alto;04/06/2023
36720351000114;Alto;04/06/2023
36720656000126;Medio;04/06/2023
36720839000141;Alto;04/06/2023
36724670000106;Medio;04/06/2023
36729189000103;Baixo;04/06/2023
36729345000128;Baixo;04/06/2023
36731335000127;Medio;04/06/2023
36731620000148;Alto;04/06/2023
36732328000140;Medio;04/06/2023
36738509000183;Medio;04/06/2023
36739576000112;Baixo;04/06/2023
36740701000104;Medio;04/06/2023
36742018000106;Medio;04/06/2023
36742894000132;Medio;04/06/2023
36743840000191;Baixo;04/06/2023
36743899000180;Alto;04/06/2023
36749813000126;Baixo;04/06/2023
36751040000112;Alto;04/06/2023
36753327000181;Medio;04/06/2023
36760852000124;Baixo;04/06/2023
36761208000413;Medio;04/06/2023
36766422000381;Medio;04/06/2023
36767928000143;Alto;04/06/2023
36770317000154;Alto;04/06/2023
36771563000120;Alto;04/06/2023
36775890000150;Medio;04/06/2023
36777623000112;Medio;04/06/2023
36777687000113;Baixo;04/06/2023
36783115000147;Medio;04/06/2023
36786941000140;Alto;04/06/2023
36787242000114;Medio;04/06/2023
36790238000105;Medio;04/06/2023
36803271000122;Baixo;04/06/2023
36803298000115;Alto;04/06/2023
36803701000106;Medio;04/06/2023
36804618000151;Medio;04/06/2023
36804749000139;Medio;04/06/2023
36810897000166;Alto;04/06/2023
36813455000173;Alto;04/06/2023
36815657000154;Medio;04/06/2023
36817011000106;Alto;04/06/2023
36827181000171;Medio;04/06/2023
36834190000270;Medio;04/06/2023
36836342000274;Baixo;04/06/2023
36841888000132;Medio;04/06/2023
36843186000198;Alto;04/06/2023
36845592000190;Medio;04/06/2023
36846218000109;Medio;04/06/2023
36850283000108;Medio;04/06/2023
36852577000179;Alto;04/06/2023
36852638000106;Medio;04/06/2023
36853923000133;Medio;04/06/2023
36854235000198;Baixo;04/06/2023
36854703000124;Medio;04/06/2023
36859876000135;Alto;04/06/2023
36860915000114;Alto;04/06/2023
36861387000118;Medio;04/06/2023
36863108000155;Medio;04/06/2023
36865588000193;Medio;04/06/2023
36876599000179;Medio;04/06/2023
36881605000186;Alto;04/06/2023
36889769000150;Medio;04/06/2023
36893216000170;Medio;04/06/2023
36893310000120;Baixo;04/06/2023
36895799000179;Alto;04/06/2023
36896743000139;Medio;04/06/2023
36902108000117;Medio;04/06/2023
36903229000183;Baixo;04/06/2023
36910214000142;Baixo;04/06/2023
36911374000106;Baixo;04/06/2023
36916585000131;Alto;04/06/2023
36917418000105;Baixo;04/06/2023
36918473000110;Medio;04/06/2023
36921521000129;Medio;04/06/2023
36921572000150;Medio;04/06/2023
36923304000178;Medio;04/06/2023
36923930000164;Medio;04/06/2023
36926261000184;Medio;04/06/2023
36926910000147;Baixo;04/06/2023
36928840000166;Medio;04/06/2023
36934021000121;Medio;04/06/2023
36938495000141;Medio;04/06/2023
36939081000137;Medio;04/06/2023
36939438000187;Medio;04/06/2023
36940902000155;Baixo;04/06/2023
36942595000141;Medio;04/06/2023
36951827000128;Baixo;04/06/2023
36952057000138;Medio;04/06/2023
36954711000142;Alto;04/06/2023
36954847000152;Medio;04/06/2023
36959904000196;Medio;04/06/2023
36963793000191;Alto;04/06/2023
36964834000164;Baixo;04/06/2023
36969504000161;Medio;04/06/2023
36971669000178;Medio;04/06/2023
36974778000149;Alto;04/06/2023
36975122000140;Alto;04/06/2023
36976002000168;Medio;04/06/2023
36976050000156;Medio;04/06/2023
36978281000107;Alto;04/06/2023
36983115000190;Medio;04/06/2023
36986616000120;Alto;04/06/2023
36995044000146;Alto;04/06/2023
36995633000124;Alto;04/06/2023
36997136000165;Medio;04/06/2023
37001408000198;Medio;04/06/2023
37004234000117;Medio;04/06/2023
37004531000162;Baixo;04/06/2023
37005205000170;Medio;04/06/2023
37005933000181;Baixo;04/06/2023
37006760000116;Medio;04/06/2023
37011193000196;Baixo;04/06/2023
37013105000195;Alto;04/06/2023
37013843000132;Baixo;04/06/2023
37022333000121;Medio;04/06/2023
37023759000108;Baixo;04/06/2023
37024378000135;Medio;04/06/2023
37031243000105;Medio;04/06/2023
37037665000180;Baixo;04/06/2023
37038184000199;Baixo;04/06/2023
37038534000117;Baixo;04/06/2023
37042598000191;Medio;04/06/2023
37043428000121;Alto;04/06/2023
37049094000101;Alto;04/06/2023
37058735000186;Medio;04/06/2023
37062493000102;Alto;04/06/2023
37062746000130;Baixo;04/06/2023
37063973000180;Alto;04/06/2023
37069385000153;Medio;04/06/2023
37076578000131;Medio;04/06/2023
37077130000132;Medio;04/06/2023
37078831000196;Medio;04/06/2023
37082025000191;Medio;04/06/2023
37084521000184;Alto;04/06/2023
37085054000107;Medio;04/06/2023
37086000000166;Medio;04/06/2023
37088466000605;Alto;04/06/2023
37092779000122;Alto;04/06/2023
37101585000146;Medio;04/06/2023
37110090000183;Medio;04/06/2023
37112557000124;Alto;04/06/2023
37114680000184;Medio;04/06/2023
37114704000103;Medio;04/06/2023
37122030000180;Medio;04/06/2023
37131449000107;Alto;04/06/2023
37131723000130;Alto;04/06/2023
37134516000139;Muito baixo;04/06/2023
37139782000154;Medio;04/06/2023
37141198000133;Medio;04/06/2023
37142271000191;Baixo;04/06/2023
37144654000107;Alto;04/06/2023
37144881000124;Alto;04/06/2023
37146481000158;Muito baixo;04/06/2023
37149040000100;Alto;04/06/2023
37150006000155;Medio;04/06/2023
37153018000133;Medio;04/06/2023
37158415000106;Alto;04/06/2023
37159176000109;Alto;04/06/2023
37162917000100;Medio;04/06/2023
37163465000173;Medio;04/06/2023
37163544000184;Medio;04/06/2023
37163696000187;Alto;04/06/2023
37166320000126;Alto;04/06/2023
37167044000110;Medio;04/06/2023
37167981000176;Medio;04/06/2023
37173722000158;Muito baixo;04/06/2023
37175533000114;Medio;04/06/2023
37180685000105;Alto;04/06/2023
37189659000148;Medio;04/06/2023
37197908000147;Medio;04/06/2023
37204430000135;Baixo;04/06/2023
37204597000104;Alto;04/06/2023
37207202000119;Baixo;04/06/2023
37208528000160;Alto;04/06/2023
37210418000133;Alto;04/06/2023
37210854000102;Medio;04/06/2023
37212512000121;Alto;04/06/2023
37218216000138;Medio;04/06/2023
37218238000106;Medio;04/06/2023
37222284000170;Medio;04/06/2023
37223552000179;Medio;04/06/2023
37226515000114;Alto;04/06/2023
37227349000170;Medio;04/06/2023
37230041000184;Medio;04/06/2023
37231005000135;Alto;04/06/2023
37231184000100;Medio;04/06/2023
37236076000120;Medio;04/06/2023
37237826000189;Medio;04/06/2023
37241588000185;Alto;04/06/2023
37242170000192;Medio;04/06/2023
37245477000147;Medio;04/06/2023
37245724000105;Medio;04/06/2023
37248043000109;Alto;04/06/2023
37251399000193;Medio;04/06/2023
37253719000144;Medio;04/06/2023
37256273000101;Alto;04/06/2023
37260202000182;Medio;04/06/2023
37262052000146;Medio;04/06/2023
37262469000109;Medio;04/06/2023
37268144000133;Medio;04/06/2023
37268667000180;Baixo;04/06/2023
37268905000157;Medio;04/06/2023
37272886000132;Medio;04/06/2023
37274219000199;Medio;04/06/2023
