cnpj;dsc_nivel_atividade;dt_carga
32777250000129;Baixo;04/06/2023
32777262000153;Medio;04/06/2023
32777888000160;Alto;04/06/2023
32785124000116;Alto;04/06/2023
32785497000197;Medio;04/06/2023
32789517000106;Medio;04/06/2023
32796945000158;Baixo;04/06/2023
32801608000101;Muito baixo;04/06/2023
32803097000167;Medio;04/06/2023
32808022000179;Medio;04/06/2023
32824301000126;Medio;04/06/2023
32828367000194;Medio;04/06/2023
32830163000198;Muito baixo;04/06/2023
32830299000106;Muito baixo;04/06/2023
32832629000194;Medio;04/06/2023
32833190000114;Medio;04/06/2023
32837300000116;Alto;04/06/2023
32842923000187;Medio;04/06/2023
32863690000107;Baixo;04/06/2023
32864795002540;Alto;04/06/2023
32871163000136;Medio;04/06/2023
32874073000107;Baixo;04/06/2023
32877035000108;Medio;04/06/2023
32878466000180;Medio;04/06/2023
32882445000139;Baixo;04/06/2023
32883705000190;Medio;04/06/2023
32884253000161;Alto;04/06/2023
32887621000125;Medio;04/06/2023
32893847000139;Medio;04/06/2023
32899587000109;Alto;04/06/2023
32899843000168;Baixo;04/06/2023
32901746002700;Medio;04/06/2023
32902855000102;Inativo;04/06/2023
32914488000159;Baixo;04/06/2023
32915162000146;Medio;04/06/2023
32922735000169;Baixo;04/06/2023
32924386000114;Medio;04/06/2023
32927424000192;Medio;04/06/2023
32934213000187;Medio;04/06/2023
32935886000151;Medio;04/06/2023
32938883000171;Medio;04/06/2023
32954371000107;Alto;04/06/2023
32954995000116;Medio;04/06/2023
32956851000107;Medio;04/06/2023
32957798000150;Medio;04/06/2023
32962724000102;Medio;04/06/2023
32962841000176;Baixo;04/06/2023
32963513000194;Baixo;04/06/2023
32966746000140;Medio;04/06/2023
32968140000144;Medio;04/06/2023
32970028000148;Medio;04/06/2023
32977271000198;Medio;04/06/2023
32985917000189;Medio;04/06/2023
32986617000114;Medio;04/06/2023
32988755000132;Medio;04/06/2023
32992053000394;Medio;04/06/2023
32992584000115;Baixo;04/06/2023
32994233000143;Baixo;04/06/2023
32997163000187;Medio;04/06/2023
33000167000101;Alto;04/06/2023
33000172000114;Medio;04/06/2023
33007249000188;Medio;04/06/2023
33008841000102;Medio;04/06/2023
33009525000147;Medio;04/06/2023
33010559000151;Baixo;04/06/2023
33012748000163;Medio;04/06/2023
33013142000142;Alto;04/06/2023
33013877000176;Medio;04/06/2023
33021040000179;Medio;04/06/2023
33021911000154;Medio;04/06/2023
33027311000101;Medio;04/06/2023
33032663000147;Baixo;04/06/2023
33034990000138;Medio;04/06/2023
33035536000100;Alto;04/06/2023
33040601000187;Alto;04/06/2023
33041260065290;Alto;04/06/2023
33042221000181;Baixo;04/06/2023
33042730000104;Alto;04/06/2023
33043278000103;Medio;04/06/2023
33043557000169;Alto;04/06/2023
33044237000123;Baixo;04/06/2023
33050071000158;Alto;04/06/2023
33050798000135;Baixo;04/06/2023
33053504000129;Medio;04/06/2023
33058493000170;Alto;04/06/2023
33065394000115;Medio;04/06/2023
33067508000166;Medio;04/06/2023
33067840000120;Medio;04/06/2023
33068562000126;Medio;04/06/2023
33069053000118;Alto;04/06/2023
33074474000137;Medio;04/06/2023
33074632000159;Alto;04/06/2023
33076667000127;Medio;04/06/2023
33084348000163;Medio;04/06/2023
33089262000123;Medio;04/06/2023
33091769000111;Muito baixo;04/06/2023
33094446000181;Alto;04/06/2023
33102476000192;Alto;04/06/2023
33102614000133;Medio;04/06/2023
33106718000116;Medio;04/06/2023
33111246000190;Alto;04/06/2023
33113309000147;Alto;04/06/2023
33115762000192;Baixo;04/06/2023
33119379000102;Baixo;04/06/2023
33120083000101;Medio;04/06/2023
33125730000178;Medio;04/06/2023
33135449000116;Medio;04/06/2023
33137692000173;Inativo;04/06/2023
33144025000118;Baixo;04/06/2023
33151518000185;Medio;04/06/2023
33161196000155;Muito baixo;04/06/2023
33161913000149;Medio;04/06/2023
33165073000192;Alto;04/06/2023
33165331000130;Alto;04/06/2023
33171706000175;Medio;04/06/2023
33175776000100;Medio;04/06/2023
33175961000196;Medio;04/06/2023
33176570000196;Medio;04/06/2023
33176839000134;Alto;04/06/2023
33182790000122;Alto;04/06/2023
33184825000243;Alto;04/06/2023
33185005000195;Medio;04/06/2023
33185978000205;Baixo;04/06/2023
33189690000128;Medio;04/06/2023
33190266000101;Medio;04/06/2023
33192462000107;Medio;04/06/2023
33195743000113;Alto;04/06/2023
33200049000147;Alto;04/06/2023
33200056017629;Alto;04/06/2023
33200856000160;Baixo;04/06/2023
33206758000130;Medio;04/06/2023
33209327000127;Medio;04/06/2023
33211671000150;Medio;04/06/2023
33213298000177;Baixo;04/06/2023
33213325000101;Muito baixo;04/06/2023
33213460000157;Medio;04/06/2023
33216008000149;Medio;04/06/2023
33227282000113;Medio;04/06/2023
33227812000123;Medio;04/06/2023
33228024000151;Alto;04/06/2023
33228658000104;Medio;04/06/2023
33230929000166;Alto;04/06/2023
33237680000110;Medio;04/06/2023
33242208000176;Medio;04/06/2023
33250948000154;Medio;04/06/2023
33256439000139;Alto;04/06/2023
33256955000163;Muito baixo;04/06/2023
33260733000114;Medio;04/06/2023
33263463000103;Alto;04/06/2023
33264709000153;Baixo;04/06/2023
33279760000139;Medio;04/06/2023
33282053000100;Medio;04/06/2023
33282967000162;Alto;04/06/2023
33285874000191;Medio;04/06/2023
33286523000103;Alto;04/06/2023
33288813000188;Medio;04/06/2023
33293443000177;Baixo;04/06/2023
33302019000575;Medio;04/06/2023
33303139000163;Medio;04/06/2023
33310614000129;Muito baixo;04/06/2023
33311473000169;Alto;04/06/2023
33325140000199;Alto;04/06/2023
33325174000183;Medio;04/06/2023
33325562000164;Baixo;04/06/2023
33330631000128;Medio;04/06/2023
33334847000161;Baixo;04/06/2023
33335038000174;Alto;04/06/2023
33337755000135;Medio;04/06/2023
33343602000109;Medio;04/06/2023
33345046000100;Medio;04/06/2023
33345306000139;Medio;04/06/2023
33363357000193;Medio;04/06/2023
33370272000132;Medio;04/06/2023
33373325002899;Medio;04/06/2023
33376006000117;Medio;04/06/2023
33376989000191;Alto;04/06/2023
33378588000170;Medio;04/06/2023
33380295000128;Muito baixo;04/06/2023
33386210000119;Alto;04/06/2023
33391415000192;Medio;04/06/2023
33395069000110;Baixo;04/06/2023
33397025000120;Baixo;04/06/2023
33398858000105;Inativo;04/06/2023
33399722000110;Medio;04/06/2023
33400659000194;Alto;04/06/2023
33402940000166;Medio;04/06/2023
33409667000100;Medio;04/06/2023
33411606000179;Medio;04/06/2023
33412081000196;Alto;04/06/2023
33412125000188;Medio;04/06/2023
33412665000161;Alto;04/06/2023
33415630000186;Baixo;04/06/2023
33420473000105;Medio;04/06/2023
33424104000182;Medio;04/06/2023
33424636000110;Medio;04/06/2023
33426372000133;Medio;04/06/2023
33426504000127;Baixo;04/06/2023
33428778000155;Medio;04/06/2023
33432258000116;Medio;04/06/2023
33434392000156;Medio;04/06/2023
33438250016403;Alto;04/06/2023
33443846000155;Medio;04/06/2023
33445026000100;Medio;04/06/2023
33447984000102;Medio;04/06/2023
33449705000140;Medio;04/06/2023
33451311000126;Inativo;04/06/2023
33453598000123;Alto;04/06/2023
33455932000188;Medio;04/06/2023
33459877000102;Medio;04/06/2023
33461495000105;Medio;04/06/2023
33462002000151;Inativo;04/06/2023
33464669000193;Medio;04/06/2023
33466576000106;Medio;04/06/2023
33467572000134;Alto;04/06/2023
33468775000145;Medio;04/06/2023
33470818000127;Alto;04/06/2023
33473126000132;Medio;04/06/2023
33477997000124;Medio;04/06/2023
33486284000127;Medio;04/06/2023
33488376000146;Medio;04/06/2023
33493715000425;Muito baixo;04/06/2023
33496946000140;Baixo;04/06/2023
33499175000144;Medio;04/06/2023
33499493000105;Baixo;04/06/2023
33501837000173;Medio;04/06/2023
33505386000142;Medio;04/06/2023
33516276000186;Alto;04/06/2023
33516539000157;Medio;04/06/2023
33517182000121;Medio;04/06/2023
33517911000140;Medio;04/06/2023
33520591000187;Medio;04/06/2023
33521109000123;Alto;04/06/2023
33529933000120;Medio;04/06/2023
33531440000124;Medio;04/06/2023
33532184000190;Inativo;04/06/2023
33536933000157;Baixo;04/06/2023
33537455000108;Medio;04/06/2023
33538207000173;Medio;04/06/2023
33544250000141;Medio;04/06/2023
33544762000108;Medio;04/06/2023
33545263000135;Alto;04/06/2023
33546056000103;Alto;04/06/2023
33546555000192;Alto;04/06/2023
33550971000164;Alto;04/06/2023
33557759000129;Baixo;04/06/2023
33561048000128;Alto;04/06/2023
33563092000177;Baixo;04/06/2023
33564643000117;Inativo;04/06/2023
33565443000189;Alto;04/06/2023
33577185000150;Medio;04/06/2023
33592510000154;Alto;04/06/2023
33594056000170;Medio;04/06/2023
33597227000115;Alto;04/06/2023
33597351000180;Muito baixo;04/06/2023
33598832000100;Muito baixo;04/06/2023
33600500000113;Medio;04/06/2023
33606102000104;Alto;04/06/2023
33611143000199;Medio;04/06/2023
33611500000119;Alto;04/06/2023
33611638000118;Alto;04/06/2023
33612225000158;Baixo;04/06/2023
33615141000178;Alto;04/06/2023
33619781000156;Medio;04/06/2023
33620166000160;Medio;04/06/2023
33625478000166;Medio;04/06/2023
33627329000136;Medio;04/06/2023
33629104000542;NI;04/06/2023
33631877000482;Medio;04/06/2023
33636253000296;Medio;04/06/2023
33646688000130;Alto;04/06/2023
33648981004710;Medio;04/06/2023
33649642000175;Medio;04/06/2023
33652564000168;Medio;04/06/2023
33659146000100;Medio;04/06/2023
33664610000149;Medio;04/06/2023
33664662000115;Medio;04/06/2023
33671032000178;Medio;04/06/2023
33680264000192;Medio;04/06/2023
33681501000130;Alto;04/06/2023
33682819000135;Medio;04/06/2023
33683965000185;Medio;04/06/2023
33690368000188;Alto;04/06/2023
33692879000139;Baixo;04/06/2023
33693691000105;Medio;04/06/2023
33695049000165;Baixo;04/06/2023
33695522000104;Alto;04/06/2023
33699709000186;Medio;04/06/2023
33704083000159;Baixo;04/06/2023
33705136000156;Medio;04/06/2023
33705507000108;Medio;04/06/2023
33706291000197;Medio;04/06/2023
33722860000198;Medio;04/06/2023
33724500000125;Medio;04/06/2023
33727051000179;Alto;04/06/2023
33732038000108;Medio;04/06/2023
33733582000174;Medio;04/06/2023
33733846000190;Alto;04/06/2023
33739285000136;Alto;04/06/2023
33740995000186;Medio;04/06/2023
33741242000195;Alto;04/06/2023
33741338000153;Baixo;04/06/2023
33741344000100;Medio;04/06/2023
33745676000163;Baixo;04/06/2023
33754546000197;Medio;04/06/2023
33758147000102;Alto;04/06/2023
33758297000108;Baixo;04/06/2023
33759284000153;Baixo;04/06/2023
33759595000112;Alto;04/06/2023
33760344000158;Medio;04/06/2023
33760740000185;Alto;04/06/2023
33761006000130;Baixo;04/06/2023
33768310000100;Alto;04/06/2023
33782615000176;Medio;04/06/2023
33790565000179;Alto;04/06/2023
33790710000111;Medio;04/06/2023
33790951000160;Medio;04/06/2023
33791924000102;Medio;04/06/2023
33797866000124;Alto;04/06/2023
33799705000170;Alto;04/06/2023
33800631000144;Baixo;04/06/2023
33802732000154;Alto;04/06/2023
33809553000149;Alto;04/06/2023
33812360000147;Medio;04/06/2023
33820319000112;Medio;04/06/2023
33822476000167;Medio;04/06/2023
33823678000123;Medio;04/06/2023
33827243000157;Medio;04/06/2023
33831001000137;Medio;04/06/2023
33839910000111;Medio;04/06/2023
33849651000100;Medio;04/06/2023
33851112000105;Medio;04/06/2023
33851951000123;Medio;04/06/2023
33862395000190;Medio;04/06/2023
33862945000171;Medio;04/06/2023
33863161000168;Muito baixo;04/06/2023
33870329000162;Medio;04/06/2023
33874679000105;Alto;04/06/2023
33877617000149;Medio;04/06/2023
33878773000124;Alto;04/06/2023
33888032000205;NI;04/06/2023
33890055000173;Alto;04/06/2023
33890689000126;Medio;04/06/2023
33902072000183;Inativo;04/06/2023
33914130000199;Medio;04/06/2023
33914998000199;Medio;04/06/2023
33917513000110;Baixo;04/06/2023
33922095000150;Medio;04/06/2023
33926291000100;Alto;04/06/2023
33930197000117;Inativo;04/06/2023
33930506000159;Baixo;04/06/2023
33936861000135;Medio;04/06/2023
33938119000169;Alto;04/06/2023
33939937000186;Alto;04/06/2023
33940174000193;Medio;04/06/2023
33943277000107;Medio;04/06/2023
33943737000105;Medio;04/06/2023
33945766000106;Alto;04/06/2023
33947280000107;Alto;04/06/2023
33947542000125;Medio;04/06/2023
33950731000157;Medio;04/06/2023
33955003000138;Alto;04/06/2023
33958695000178;Alto;04/06/2023
33962129000130;Medio;04/06/2023
33962687000103;Medio;04/06/2023
33966958000190;Alto;04/06/2023
33970415000147;Medio;04/06/2023
33970646000150;Baixo;04/06/2023
33971140000166;Medio;04/06/2023
33972908000116;Inativo;04/06/2023
33974222000164;Medio;04/06/2023
33978637000106;Medio;04/06/2023
33978788000164;Baixo;04/06/2023
33983167000179;Baixo;04/06/2023
33992114000114;Alto;04/06/2023
33992122000160;Alto;04/06/2023
34002326000170;Medio;04/06/2023
34006625000182;Medio;04/06/2023
34006948000176;Alto;04/06/2023
34022306000160;Medio;04/06/2023
34028316010923;Alto;04/06/2023
34028316170700;Alto;04/06/2023
34028316272707;Alto;04/06/2023
34028316314981;Alto;04/06/2023
34028316682433;Medio;04/06/2023
34028316809794;Alto;04/06/2023
34031220000102;Alto;04/06/2023
34033416000128;Medio;04/06/2023
34033825000124;Medio;04/06/2023
34048622000101;Alto;04/06/2023
34050569000183;Medio;04/06/2023
34055023000115;Alto;04/06/2023
34060083000126;Medio;04/06/2023
34061206000143;Medio;04/06/2023
34062185000180;Medio;04/06/2023
34064528000146;Medio;04/06/2023
34067047000194;Medio;04/06/2023
34071657000161;Medio;04/06/2023
34074841000165;Medio;04/06/2023
34082137000154;Medio;04/06/2023
34090842000101;Medio;04/06/2023
34090850000140;Medio;04/06/2023
34095775000100;Alto;04/06/2023
34097982000101;Medio;04/06/2023
34102258000110;Medio;04/06/2023
34120570000137;Medio;04/06/2023
34128132000115;Alto;04/06/2023
34131430000164;Baixo;04/06/2023
34133324000110;Medio;04/06/2023
34136626000141;Medio;04/06/2023
34138592000124;Alto;04/06/2023
34138764000160;Medio;04/06/2023
34146961000120;Alto;04/06/2023
34151100004551;Medio;04/06/2023
34151931000102;Alto;04/06/2023
34153580000179;Baixo;04/06/2023
34154306000114;Alto;04/06/2023
34157866000122;Alto;04/06/2023
34163640000134;Medio;04/06/2023
34165662000133;Muito baixo;04/06/2023
34169557000172;Alto;04/06/2023
34174127000149;Alto;04/06/2023
34175492000178;Baixo;04/06/2023
34185214000100;Medio;04/06/2023
34186356000183;Medio;04/06/2023
34188682000120;Alto;04/06/2023
34189386000143;Medio;04/06/2023
34189665000107;Alto;04/06/2023
34193792000180;Medio;04/06/2023
34197015000103;Medio;04/06/2023
34202821000122;Medio;04/06/2023
34205698000101;Inativo;04/06/2023
34210931000136;Inativo;04/06/2023
34216616000116;Medio;04/06/2023
34221866000144;Medio;04/06/2023
34224759000170;Medio;04/06/2023
34224916000147;Medio;04/06/2023
34225798000191;Medio;04/06/2023
34228869000100;Baixo;04/06/2023
34230775000175;Inativo;04/06/2023
34230979011302;Alto;04/06/2023
34234316000160;Medio;04/06/2023
34235215000103;Medio;04/06/2023
34238884000139;Medio;04/06/2023
34240500000112;Alto;04/06/2023
34242524000100;Alto;04/06/2023
34249947000152;Alto;04/06/2023
34250768000135;Medio;04/06/2023
34252571000135;Medio;04/06/2023
34257802000101;Alto;04/06/2023
34274233000102;Alto;04/06/2023
34275825000130;Medio;04/06/2023
34276132000162;Medio;04/06/2023
34277611000101;Alto;04/06/2023
34279228000184;Baixo;04/06/2023
34292288000137;Medio;04/06/2023
34294172000137;Medio;04/06/2023
34302200000110;Medio;04/06/2023
34308639000150;Medio;04/06/2023
34317481000185;Medio;04/06/2023
34317755000136;Medio;04/06/2023
34319029000152;Medio;04/06/2023
34321354000150;Baixo;04/06/2023
34322754000180;Medio;04/06/2023
34332427000109;Medio;04/06/2023
34333312000139;Muito baixo;04/06/2023
34341459000170;Medio;04/06/2023
34344090000150;Alto;04/06/2023
34346156000140;Medio;04/06/2023
34346285000139;Baixo;04/06/2023
34346435000104;Baixo;04/06/2023
34349196000146;Medio;04/06/2023
34349229000158;Medio;04/06/2023
34351198000170;Inativo;04/06/2023
34353431000153;Medio;04/06/2023
34353654001001;NI;04/06/2023
34362766000138;Medio;04/06/2023
34366547000127;Medio;04/06/2023
34370751000111;Medio;04/06/2023
34370913000200;Medio;04/06/2023
34372306000190;Alto;04/06/2023
34377818000140;Alto;04/06/2023
34382246000197;Medio;04/06/2023
34383023000144;Medio;04/06/2023
34388700000117;Inativo;04/06/2023
34391371000163;Alto;04/06/2023
34393529000134;Alto;04/06/2023
34394908000149;Baixo;04/06/2023
34397181000153;Medio;04/06/2023
34401975000143;Baixo;04/06/2023
34416575000101;Alto;04/06/2023
34420769000180;Medio;04/06/2023
34421369000190;Alto;04/06/2023
34422062000103;Muito baixo;04/06/2023
34423093000189;Medio;04/06/2023
34434963000115;Medio;04/06/2023
34441104000153;Medio;04/06/2023
34444566000124;Medio;04/06/2023
34445764000102;Medio;04/06/2023
34453473000166;Medio;04/06/2023
34454342000101;Medio;04/06/2023
34455468000192;Medio;04/06/2023
34460708000147;Alto;04/06/2023
34483622000130;Medio;04/06/2023
34487142000147;Medio;04/06/2023
34487474000121;Medio;04/06/2023
34493597000175;Alto;04/06/2023
34498925000126;Alto;04/06/2023
34504192000195;Medio;04/06/2023
34511240000172;Medio;04/06/2023
34512398000167;Baixo;04/06/2023
34513704000180;Medio;04/06/2023
34515058000190;Medio;04/06/2023
34516792000173;Alto;04/06/2023
34520682000185;Medio;04/06/2023
34526753000157;Medio;04/06/2023
34528449000149;Baixo;04/06/2023
34531346000138;Baixo;04/06/2023
34531621000113;Inativo;04/06/2023
34537235000139;Medio;04/06/2023
34542060000158;Baixo;04/06/2023
34542622000163;Medio;04/06/2023
34544268000106;Medio;04/06/2023
34546983000188;Baixo;04/06/2023
34547702000101;Alto;04/06/2023
34554401000105;Medio;04/06/2023
34554587000100;Baixo;04/06/2023
34557604000155;Baixo;04/06/2023
34564874000193;Medio;04/06/2023
34565899000101;Medio;04/06/2023
34566482000163;Alto;04/06/2023
34566966000102;Alto;04/06/2023
34574572000104;Baixo;04/06/2023
34577052000147;Medio;04/06/2023
34582409000185;Medio;04/06/2023
34583109000110;Alto;04/06/2023
34583745000142;Baixo;04/06/2023
34590060000123;Medio;04/06/2023
34597955002990;Baixo;04/06/2023
34600451000181;Medio;04/06/2023
34601240000163;Medio;04/06/2023
34605649000158;Alto;04/06/2023
34608467000130;Alto;04/06/2023
34611323000133;Medio;04/06/2023
34614042000134;Medio;04/06/2023
34619152000199;Alto;04/06/2023
34621869000175;Medio;04/06/2023
34623457000174;Alto;04/06/2023
34624128000148;Medio;04/06/2023
34627305000140;Medio;04/06/2023
34630955000144;Medio;04/06/2023
34636893000188;Alto;04/06/2023
34639411000305;NI;04/06/2023
34639858000112;Alto;04/06/2023
34640861000156;Medio;04/06/2023
34644541000174;Medio;04/06/2023
34644648000112;Medio;04/06/2023
34644657000103;Medio;04/06/2023
34660636000181;Medio;04/06/2023
34672046000179;Medio;04/06/2023
34680239000171;Medio;04/06/2023
34681998000159;Alto;04/06/2023
34682067000175;Medio;04/06/2023
34683954000168;Alto;04/06/2023
34684073000161;Medio;04/06/2023
34686737000121;Alto;04/06/2023
34696455000105;Medio;04/06/2023
34698005000151;Medio;04/06/2023
34698015000197;Medio;04/06/2023
34700565000101;Medio;04/06/2023
34704286000108;Alto;04/06/2023
34707001000192;Baixo;04/06/2023
34719696000122;Alto;04/06/2023
34722237000106;Alto;04/06/2023
34723745000109;Medio;04/06/2023
34726012000110;Alto;04/06/2023
34732870000177;Baixo;04/06/2023
34747176000123;Baixo;04/06/2023
34753357000162;Medio;04/06/2023
34763719000104;Baixo;04/06/2023
34770197000160;Alto;04/06/2023
34774428000103;Medio;04/06/2023
34777158000194;Medio;04/06/2023
34777597000105;Medio;04/06/2023
34781235000180;Medio;04/06/2023
34787633000103;Baixo;04/06/2023
34792354000138;Medio;04/06/2023
34795029000129;Baixo;04/06/2023
34796041000158;Baixo;04/06/2023
34797769000102;Medio;04/06/2023
34802590000198;Alto;04/06/2023
34812715000160;Inativo;04/06/2023
34813182000131;Alto;04/06/2023
34815854000148;Inativo;04/06/2023
34816260000151;Baixo;04/06/2023
34816449000144;Medio;04/06/2023
34828395000137;Baixo;04/06/2023
34834131000196;Medio;04/06/2023
34834776000129;Medio;04/06/2023
34836216000103;Alto;04/06/2023
34838479000151;Medio;04/06/2023
34839557000132;Medio;04/06/2023
34840958000102;Medio;04/06/2023
34844764000185;Baixo;04/06/2023
34845163000197;Medio;04/06/2023
34848635000165;Alto;04/06/2023
34851027000100;Alto;04/06/2023
34863259000188;Medio;04/06/2023
34863877000128;Medio;04/06/2023
34865561000175;Alto;04/06/2023
34873219000117;Medio;04/06/2023
34877072000133;Baixo;04/06/2023
34882334000158;Medio;04/06/2023
34885903000119;Baixo;04/06/2023
34896238000169;Medio;04/06/2023
34896985000105;Inativo;04/06/2023
34900144000116;Medio;04/06/2023
34906118000103;Medio;04/06/2023
34909716000128;Medio;04/06/2023
34910002000130;Medio;04/06/2023
34912700000255;Medio;04/06/2023
34921467000196;Inativo;04/06/2023
34922048000179;Alto;04/06/2023
34927235000145;Medio;04/06/2023
34931299000110;Baixo;04/06/2023
34936681000116;Medio;04/06/2023
34939947000184;Medio;04/06/2023
34943507000109;Medio;04/06/2023
34945101000157;Medio;04/06/2023
34948005000162;Medio;04/06/2023
34951991000100;Medio;04/06/2023
34963588000109;Alto;04/06/2023
34970567000102;Alto;04/06/2023
34971751000177;Alto;04/06/2023
34973492000113;Medio;04/06/2023
34977816000191;Medio;04/06/2023
34979424000161;Baixo;04/06/2023
34982391000109;Medio;04/06/2023
34983370000108;Alto;04/06/2023
34986577000136;Medio;04/06/2023
34989644000176;Medio;04/06/2023
34993454000122;Alto;04/06/2023
34993616000122;Medio;04/06/2023
34994312000180;Muito baixo;04/06/2023
35001214000167;Medio;04/06/2023
35003198000141;Baixo;04/06/2023
35003870000107;Alto;04/06/2023
35004626000150;Inativo;04/06/2023
35006104000198;Medio;04/06/2023
35015050000127;Medio;04/06/2023
35019619000122;Medio;04/06/2023
35028299000177;Medio;04/06/2023
35029664000168;Baixo;04/06/2023
35031167000102;Alto;04/06/2023
35032653000137;Alto;04/06/2023
35047164000159;Medio;04/06/2023
35050788000125;Alto;04/06/2023
35069014000146;Baixo;04/06/2023
35069233000125;Medio;04/06/2023
35069318000103;Medio;04/06/2023
35077541000100;Medio;04/06/2023
35078243000127;Alto;04/06/2023
35085439000149;Medio;04/06/2023
35093099000106;Medio;04/06/2023
35094684000384;Medio;04/06/2023
35095709000100;Alto;04/06/2023
35097847000110;Muito baixo;04/06/2023
35100815000127;Medio;04/06/2023
35104386000166;Alto;04/06/2023
35106279000177;Alto;04/06/2023
35110578000185;Medio;04/06/2023
35110731000174;Alto;04/06/2023
35118259000116;Medio;04/06/2023
35120830000137;Alto;04/06/2023
35123448000187;Medio;04/06/2023
35124928000162;Baixo;04/06/2023
35130744000105;Alto;04/06/2023
35133237000206;Alto;04/06/2023
35133302000112;Baixo;04/06/2023
35133342000164;Medio;04/06/2023
35139866000162;Alto;04/06/2023
35148960000188;Medio;04/06/2023
35154412000160;Alto;04/06/2023
35155893000129;Muito baixo;04/06/2023
35158270000100;Alto;04/06/2023
35160111000140;Medio;04/06/2023
35160305000145;Alto;04/06/2023
35168793000137;Baixo;04/06/2023
35171962000198;Baixo;04/06/2023
35173797000103;Medio;04/06/2023
35176138000120;Medio;04/06/2023
35177489000156;Medio;04/06/2023
35179315000122;Alto;04/06/2023
35186526000192;Baixo;04/06/2023
35188484000129;Medio;04/06/2023
35192495000182;Alto;04/06/2023
35198858000197;Alto;04/06/2023
35201104000149;Muito baixo;04/06/2023
35206652000161;Alto;04/06/2023
35206871000140;Baixo;04/06/2023
35222869000165;Medio;04/06/2023
35227574000181;Alto;04/06/2023
35233970000111;Baixo;04/06/2023
35238835000169;Alto;04/06/2023
35241633000176;Alto;04/06/2023
35243855000128;Alto;04/06/2023
35249251000199;Baixo;04/06/2023
35253304000145;Medio;04/06/2023
35255143000129;Medio;04/06/2023
35263315000106;Baixo;04/06/2023
35267626000143;Medio;04/06/2023
35270346000275;NI;04/06/2023
35278477000118;Medio;04/06/2023
35280901000169;Baixo;04/06/2023
35285110000121;Medio;04/06/2023
35291253000146;Medio;04/06/2023
35294220000150;Medio;04/06/2023
35295094000158;Medio;04/06/2023
35295934000182;Alto;04/06/2023
35296339000161;Medio;04/06/2023
35296451000100;Medio;04/06/2023
35296595000159;Medio;04/06/2023
35308205000113;Baixo;04/06/2023
35318350000185;Medio;04/06/2023
35322848000111;Alto;04/06/2023
35331136000169;Medio;04/06/2023
35335008000193;Medio;04/06/2023
35342978000116;Medio;04/06/2023
35352227000180;Medio;04/06/2023
35353751000176;Alto;04/06/2023
35354254000192;Alto;04/06/2023
35357616000107;Medio;04/06/2023
35358562000196;Inativo;04/06/2023
35360742000102;Medio;04/06/2023
35363235000122;Baixo;04/06/2023
35365538000184;Baixo;04/06/2023
35372359000174;Muito baixo;04/06/2023
35380810000103;Alto;04/06/2023
35381393000105;Alto;04/06/2023
35382231000191;Baixo;04/06/2023
35387623000143;Medio;04/06/2023
35392550000188;Medio;04/06/2023
35394404000191;Medio;04/06/2023
35394981000183;Medio;04/06/2023
35399308000136;Alto;04/06/2023
35401489000198;Alto;04/06/2023
35402993000102;Muito baixo;04/06/2023
35404128000286;Baixo;04/06/2023
35406490000105;Medio;04/06/2023
35406873000183;Medio;04/06/2023
35407314000198;Alto;04/06/2023
35408805000153;Medio;04/06/2023
35409121000176;Alto;04/06/2023
35410990000110;Alto;04/06/2023
35412916000133;Alto;04/06/2023
35417276000154;Medio;04/06/2023
35419540000199;Alto;04/06/2023
35426182000141;Medio;04/06/2023
35429169000146;Inativo;04/06/2023
35429253000160;Baixo;04/06/2023
35431595000386;Medio;04/06/2023
35434636000126;Alto;04/06/2023
35438283000132;Medio;04/06/2023
35444167000126;Baixo;04/06/2023
35444973000102;Inativo;04/06/2023
35451421000113;Alto;04/06/2023
35458580000140;Medio;04/06/2023
35460793000106;Medio;04/06/2023
35463931000100;Medio;04/06/2023
35465018000143;Alto;04/06/2023
35465916000100;Alto;04/06/2023
35467930000134;Baixo;04/06/2023
35469561000119;Medio;04/06/2023
35470099000170;Baixo;04/06/2023
35475311000191;Baixo;04/06/2023
35475429000110;Alto;04/06/2023
35477398000136;Medio;04/06/2023
35479714000109;Alto;04/06/2023
35480143000122;Muito baixo;04/06/2023
35485985000177;Medio;04/06/2023
35486845000113;Medio;04/06/2023
35486913000144;Medio;04/06/2023
35487655000110;Medio;04/06/2023
35488018000169;Medio;04/06/2023
35501007000171;Alto;04/06/2023
35507980000106;Medio;04/06/2023
35508749000129;Medio;04/06/2023
35509496000108;Baixo;04/06/2023
35513743000140;Baixo;04/06/2023
35523065000104;Baixo;04/06/2023
35529454000139;Muito baixo;04/06/2023
35529864000180;Baixo;04/06/2023
35531887000129;Medio;04/06/2023
35532008000183;Medio;04/06/2023
35534639000131;Medio;04/06/2023
35543595000106;Baixo;04/06/2023
35548291000131;Baixo;04/06/2023
35549346000128;Baixo;04/06/2023
35551607000144;Medio;04/06/2023
35551971000104;Medio;04/06/2023
35552390000197;Medio;04/06/2023
35553222000116;Medio;04/06/2023
35555367000156;Alto;04/06/2023
35558358000119;Baixo;04/06/2023
35566332000112;Medio;04/06/2023
35570698000165;Medio;04/06/2023
35579285000141;Medio;04/06/2023
35581044000137;Alto;04/06/2023
35582064000122;Baixo;04/06/2023
35588583000106;Medio;04/06/2023
