cnpj;dsc_saude_tributaria;dt_carga
32764138000153;Cinza;04/06/2023
32770972000151;Cinza;04/06/2023
32772598000123;Cinza;04/06/2023
32775489000160;Cinza;04/06/2023
32784169000176;Cinza;04/06/2023
32785497000197;Cinza;04/06/2023
32789338000160;Cinza;04/06/2023
32793247000107;Cinza;04/06/2023
32798131000152;Cinza;04/06/2023
32798686000102;Cinza;04/06/2023
32799862000112;Cinza;04/06/2023
32801183000130;Cinza;04/06/2023
32803787000116;Cinza;04/06/2023
32804401000190;Cinza;04/06/2023
32804994000195;Cinza;04/06/2023
32812450000175;Cinza;04/06/2023
32813301000120;Cinza;04/06/2023
32820741000105;Cinza;04/06/2023
32820852000111;Cinza;04/06/2023
32823024000137;Cinza;04/06/2023
32825679000144;Cinza;04/06/2023
32826102000157;Cinza;04/06/2023
32833439000191;Cinza;04/06/2023
32834423000101;Cinza;04/06/2023
32845590000140;Cinza;04/06/2023
32851555000133;Cinza;04/06/2023
32855065000105;Cinza;04/06/2023
32855400000175;Cinza;04/06/2023
32856610000188;Cinza;04/06/2023
32858436000102;Cinza;04/06/2023
32863376000116;Cinza;04/06/2023
32863989000153;Cinza;04/06/2023
32867151000138;Cinza;04/06/2023
32880611000168;Cinza;04/06/2023
32886515000208;Ni;04/06/2023
32889261000109;Cinza;04/06/2023
32891474000167;Cinza;04/06/2023
32897646000100;Cinza;04/06/2023
32899408000133;Cinza;04/06/2023
32899424000126;Cinza;04/06/2023
32901886000130;Cinza;04/06/2023
32902772000105;Cinza;04/06/2023
32903013000167;Cinza;04/06/2023
32904991000123;Cinza;04/06/2023
32907124000141;Cinza;04/06/2023
32910786000170;Cinza;04/06/2023
32916547000128;Cinza;04/06/2023
32922432000146;Cinza;04/06/2023
32922473000132;Cinza;04/06/2023
32925238000114;Cinza;04/06/2023
32926023000118;Cinza;04/06/2023
32926082000196;Cinza;04/06/2023
32926599000185;Cinza;04/06/2023
32929927000288;Ni;04/06/2023
32932435000160;Cinza;04/06/2023
32936719000125;Cinza;04/06/2023
32941345000136;Cinza;04/06/2023
32945422000126;Cinza;04/06/2023
32947669000181;Cinza;04/06/2023
32960801000195;Cinza;04/06/2023
32964586000109;Cinza;04/06/2023
32966029000119;Cinza;04/06/2023
32977105000191;Cinza;04/06/2023
32978334000120;Cinza;04/06/2023
32983293000160;Cinza;04/06/2023
32987542000196;Cinza;04/06/2023
32991557000128;Cinza;04/06/2023
32994230000100;Cinza;04/06/2023
32996840000142;Cinza;04/06/2023
32999563000121;Cinza;04/06/2023
32999766000118;Cinza;04/06/2023
33000167000101;Verde;04/06/2023
33000167013270;Vermelho;04/06/2023
33000321000145;Cinza;04/06/2023
33001234000102;Cinza;04/06/2023
33001438000143;Cinza;04/06/2023
33006296000107;Cinza;04/06/2023
33007481000116;Cinza;04/06/2023
33008943000110;Cinza;04/06/2023
33016484000116;Cinza;04/06/2023
33018068000157;Cinza;04/06/2023
33021960000197;Cinza;04/06/2023
33022143000153;Cinza;04/06/2023
33023485000198;Cinza;04/06/2023
33027374000150;Cinza;04/06/2023
33032457000137;Cinza;04/06/2023
33035098002700;Cinza;04/06/2023
33035536000100;Vermelho;04/06/2023
33036284000125;Cinza;04/06/2023
33036643000144;Cinza;04/06/2023
33040601000187;Vermelho;04/06/2023
33040606000100;Cinza;04/06/2023
33040663000270;Ni;04/06/2023
33041260065290;Vermelho;04/06/2023
33041260110938;Cinza;04/06/2023
33041260187566;Ni;04/06/2023
33042730000104;Vermelho;04/06/2023
33050071000158;Verde;04/06/2023
33055194000181;Cinza;04/06/2023
33058331000131;Cinza;04/06/2023
33061041000147;Cinza;04/06/2023
33061497000107;Cinza;04/06/2023
33062128000139;Cinza;04/06/2023
33067052000134;Cinza;04/06/2023
33068505000147;Cinza;04/06/2023
33069407000124;Cinza;04/06/2023
33074707000100;Cinza;04/06/2023
33075842000161;Cinza;04/06/2023
33084675000115;Cinza;04/06/2023
33084738000133;Cinza;04/06/2023
33086357000193;Cinza;04/06/2023
33087528000107;Cinza;04/06/2023
33098902000161;Cinza;04/06/2023
33102476000192;Cinza;04/06/2023
33103921000139;Cinza;04/06/2023
33107531000137;Cinza;04/06/2023
33108158000139;Cinza;04/06/2023
33111246000190;Cinza;04/06/2023
33111549000102;Cinza;04/06/2023
33112409000159;Cinza;04/06/2023
33112448000156;Cinza;04/06/2023
33112949000132;Cinza;04/06/2023
33113309000147;Verde;04/06/2023
33113585000105;Cinza;04/06/2023
33123851000180;Cinza;04/06/2023
33131287000148;Cinza;04/06/2023
33134067000178;Cinza;04/06/2023
33134481000187;Cinza;04/06/2023
33135100000184;Cinza;04/06/2023
33143158000170;Cinza;04/06/2023
33143635000105;Cinza;04/06/2023
33148351000101;Cinza;04/06/2023
33149950000131;Cinza;04/06/2023
33151793000107;Cinza;04/06/2023
33157105000108;Cinza;04/06/2023
33157398000123;Cinza;04/06/2023
33160849000181;Cinza;04/06/2023
33161126000105;Cinza;04/06/2023
33161129000130;Cinza;04/06/2023
33164695000104;Cinza;04/06/2023
33165683000196;Cinza;04/06/2023
33172135000193;Cinza;04/06/2023
33173447000111;Cinza;04/06/2023
33174593000161;Cinza;04/06/2023
33176001000140;Cinza;04/06/2023
33178053000156;Cinza;04/06/2023
33178494000158;Cinza;04/06/2023
33192873000526;Cinza;04/06/2023
33197148000117;Cinza;04/06/2023
33197589000119;Cinza;04/06/2023
33200049000147;Vermelho;04/06/2023
33200983000169;Cinza;04/06/2023
33221403000110;Cinza;04/06/2023
33221668000118;Cinza;04/06/2023
33221935000157;Cinza;04/06/2023
33226757000157;Cinza;04/06/2023
33228024000151;Cinza;04/06/2023
33234561000104;Cinza;04/06/2023
33240780000104;Cinza;04/06/2023
33243613000109;Cinza;04/06/2023
33244825000100;Cinza;04/06/2023
33247956000141;Cinza;04/06/2023
33252220000161;Cinza;04/06/2023
33256439000139;Vermelho;04/06/2023
33260157000105;Cinza;04/06/2023
33261964000142;Cinza;04/06/2023
33269324000189;Cinza;04/06/2023
33271076000100;Cinza;04/06/2023
33276705000195;Cinza;04/06/2023
33277403000131;Cinza;04/06/2023
33279450000114;Cinza;04/06/2023
33280160000190;Cinza;04/06/2023
33283071000106;Cinza;04/06/2023
33286566000180;Cinza;04/06/2023
33293338000138;Cinza;04/06/2023
33294295000105;Cinza;04/06/2023
33294786000156;Vermelho;04/06/2023
33301858000145;Cinza;04/06/2023
33307177000194;Cinza;04/06/2023
33309696000191;Cinza;04/06/2023
33316446000189;Cinza;04/06/2023
33321221000110;Cinza;04/06/2023
33326241000184;Cinza;04/06/2023
33328661000108;Cinza;04/06/2023
33331741000104;Cinza;04/06/2023
33336228000106;Cinza;04/06/2023
33347639000105;Cinza;04/06/2023
33350428000113;Cinza;04/06/2023
33351441000197;Cinza;04/06/2023
33356120000185;Cinza;04/06/2023
33359432000142;Cinza;04/06/2023
33359807000174;Cinza;04/06/2023
33364035000169;Verde;04/06/2023
33366175000176;Cinza;04/06/2023
33368274000197;Cinza;04/06/2023
33372071000174;Cinza;04/06/2023
33372542000144;Cinza;04/06/2023
33376989000191;Cinza;04/06/2023
33383322000116;Cinza;04/06/2023
33384414000544;Ni;04/06/2023
33384625000153;Cinza;04/06/2023
33386210000119;Vermelho;04/06/2023
33387798000125;Cinza;04/06/2023
33387979000151;Cinza;04/06/2023
33391044000149;Cinza;04/06/2023
33399969000136;Cinza;04/06/2023
33401831000124;Cinza;04/06/2023
33409745000168;Cinza;04/06/2023
33410508000117;Cinza;04/06/2023
33411794002936;Ni;04/06/2023
33412081000196;Verde;04/06/2023
33420172000173;Cinza;04/06/2023
33428164000173;Cinza;04/06/2023
33428975000174;Cinza;04/06/2023
33433679000161;Cinza;04/06/2023
33434554000156;Cinza;04/06/2023
33435303000196;Cinza;04/06/2023
33437599000184;Cinza;04/06/2023
33443145000116;Cinza;04/06/2023
33444537000108;Cinza;04/06/2023
33449239000100;Cinza;04/06/2023
33451062000179;Cinza;04/06/2023
33451586000160;Cinza;04/06/2023
33451838000150;Cinza;04/06/2023
33453598000123;Amarela;04/06/2023
33455914000104;Cinza;04/06/2023
33456743000120;Cinza;04/06/2023
33461683000133;Cinza;04/06/2023
33463386000127;Cinza;04/06/2023
33467572000134;Cinza;04/06/2023
33471981000104;Cinza;04/06/2023
33472766000128;Cinza;04/06/2023
33474971000122;Cinza;04/06/2023
33483912000110;Cinza;04/06/2023
33484616000134;Cinza;04/06/2023
33490109000103;Cinza;04/06/2023
33491684000120;Cinza;04/06/2023
33495402000163;Cinza;04/06/2023
33502567000115;Cinza;04/06/2023
33505733000137;Cinza;04/06/2023
33506222000130;Cinza;04/06/2023
33514334000132;Cinza;04/06/2023
33524388000189;Cinza;04/06/2023
33524577000151;Cinza;04/06/2023
33527878000139;Cinza;04/06/2023
33531732001058;Cinza;04/06/2023
33532812000137;Cinza;04/06/2023
33543821000123;Cinza;04/06/2023
33546455000166;Cinza;04/06/2023
33550160000163;Cinza;04/06/2023
33551403000188;Cinza;04/06/2023
33558801000126;Cinza;04/06/2023
33570384000137;Cinza;04/06/2023
33572615000141;Cinza;04/06/2023
33582140000174;Cinza;04/06/2023
33585598000187;Cinza;04/06/2023
33592510000154;Verde;04/06/2023
33593017000159;Cinza;04/06/2023
33593414000120;Cinza;04/06/2023
33594099000156;Cinza;04/06/2023
33602910000101;Cinza;04/06/2023
33602952000134;Cinza;04/06/2023
33605362000165;Cinza;04/06/2023
33607075000194;Cinza;04/06/2023
33607465000164;Cinza;04/06/2023
33609208000161;Cinza;04/06/2023
33611119000230;Ni;04/06/2023
33611500000119;Vermelho;04/06/2023
33614887000167;Cinza;04/06/2023
33622397000102;Cinza;04/06/2023
33626734000130;Cinza;04/06/2023
33628134000100;Cinza;04/06/2023
33640494000128;Cinza;04/06/2023
33645424000162;Cinza;04/06/2023
33648228000141;Cinza;04/06/2023
33649521000123;Cinza;04/06/2023
33659824000127;Cinza;04/06/2023
33664610000149;Cinza;04/06/2023
33664832000161;Cinza;04/06/2023
33667567000175;Cinza;04/06/2023
33667655000177;Cinza;04/06/2023
33668923000175;Cinza;04/06/2023
33671464000189;Cinza;04/06/2023
33673434000101;Cinza;04/06/2023
33685741000102;Cinza;04/06/2023
33689608000124;Cinza;04/06/2023
33691796000125;Cinza;04/06/2023
33692728000180;Cinza;04/06/2023
33695324000736;Ni;04/06/2023
33696393000179;Cinza;04/06/2023
33696530000175;Cinza;04/06/2023
33696970000122;Cinza;04/06/2023
33697118000170;Cinza;04/06/2023
33698913000182;Cinza;04/06/2023
33703978000179;Cinza;04/06/2023
33706702000144;Cinza;04/06/2023
33708234000147;Cinza;04/06/2023
33708317000136;Cinza;04/06/2023
33710691000176;Cinza;04/06/2023
33718525000116;Cinza;04/06/2023
33721402000134;Cinza;04/06/2023
33726644000110;Cinza;04/06/2023
33727725000135;Cinza;04/06/2023
33731013000190;Cinza;04/06/2023
33734528000143;Cinza;04/06/2023
33737672000133;Cinza;04/06/2023
33744795000100;Cinza;04/06/2023
33744969000126;Cinza;04/06/2023
33750499000103;Cinza;04/06/2023
33758974000198;Cinza;04/06/2023
33770901000111;Cinza;04/06/2023
33778865000132;Cinza;04/06/2023
33780359000188;Cinza;04/06/2023
33780487000121;Verde;04/06/2023
33781289000182;Cinza;04/06/2023
33783199000120;Cinza;04/06/2023
33784388000118;Cinza;04/06/2023
33790050000179;Cinza;04/06/2023
33791496000118;Cinza;04/06/2023
33791984000125;Cinza;04/06/2023
33798044000168;Cinza;04/06/2023
33800508000123;Cinza;04/06/2023
33802217000174;Cinza;04/06/2023
33805373000199;Cinza;04/06/2023
33810254000124;Cinza;04/06/2023
33814140000152;Cinza;04/06/2023
33815363000134;Cinza;04/06/2023
33816274000102;Cinza;04/06/2023
33820570000187;Cinza;04/06/2023
33822332000100;Cinza;04/06/2023
33823497000105;Cinza;04/06/2023
33832683000100;Cinza;04/06/2023
33834287000104;Cinza;04/06/2023
33834488000101;Cinza;04/06/2023
33837562000143;Cinza;04/06/2023
33838495000181;Cinza;04/06/2023
33838765000154;Cinza;04/06/2023
33839595000122;Cinza;04/06/2023
33839910000111;Cinza;04/06/2023
33845243000180;Cinza;04/06/2023
33851202000104;Cinza;04/06/2023
33855639000108;Cinza;04/06/2023
33856003000180;Cinza;04/06/2023
33870226000100;Cinza;04/06/2023
33874986000188;Cinza;04/06/2023
33875786000140;Cinza;04/06/2023
33876984000128;Cinza;04/06/2023
33877315000170;Cinza;04/06/2023
33884488000116;Cinza;04/06/2023
33884670000177;Cinza;04/06/2023
33886940000189;Cinza;04/06/2023
33888032000205;Ni;04/06/2023
33889913000160;Cinza;04/06/2023
33890723000162;Cinza;04/06/2023
33890731000109;Cinza;04/06/2023
33896471000189;Cinza;04/06/2023
33901144000178;Cinza;04/06/2023
33909336000120;Cinza;04/06/2023
33909540001466;Cinza;04/06/2023
33925548000100;Cinza;04/06/2023
33934888000199;Cinza;04/06/2023
33937267000169;Cinza;04/06/2023
33938119000169;Verde;04/06/2023
33938654000110;Cinza;04/06/2023
33939409000127;Cinza;04/06/2023
33943728000106;Cinza;04/06/2023
33944769000117;Cinza;04/06/2023
33948785000188;Cinza;04/06/2023
33949838000185;Cinza;04/06/2023
33952024000108;Cinza;04/06/2023
33958695000178;Vermelho;04/06/2023
33978500000151;Cinza;04/06/2023
33983688000126;Cinza;04/06/2023
33983845000101;Cinza;04/06/2023
33984894000150;Cinza;04/06/2023
33997228000157;Cinza;04/06/2023
33998201000189;Cinza;04/06/2023
33999093000169;Cinza;04/06/2023
34000355000100;Cinza;04/06/2023
34001247000144;Cinza;04/06/2023
34002257000102;Cinza;04/06/2023
34003748000160;Cinza;04/06/2023
34006051000142;Cinza;04/06/2023
34009391000127;Cinza;04/06/2023
34017305000128;Cinza;04/06/2023
34025124000143;Cinza;04/06/2023
34026326000100;Cinza;04/06/2023
34028316161620;Verde;04/06/2023
34028316232403;Verde;04/06/2023
34028316767773;Cinza;04/06/2023
34038568000113;Cinza;04/06/2023
34039164000144;Cinza;04/06/2023
34043411000186;Cinza;04/06/2023
34053656000194;Cinza;04/06/2023
34059387000173;Cinza;04/06/2023
34063340000183;Cinza;04/06/2023
34071680000156;Cinza;04/06/2023
34075654000104;Cinza;04/06/2023
34078474000178;Cinza;04/06/2023
34079454000111;Cinza;04/06/2023
34080888000131;Cinza;04/06/2023
34085111000160;Cinza;04/06/2023
34097044000101;Cinza;04/06/2023
34099108000103;Cinza;04/06/2023
34099190000168;Cinza;04/06/2023
34101936000120;Cinza;04/06/2023
34109411000131;Cinza;04/06/2023
34117569000153;Cinza;04/06/2023
34123119000173;Cinza;04/06/2023
34123567000177;Cinza;04/06/2023
34126487000175;Cinza;04/06/2023
34126735000188;Cinza;04/06/2023
34134666000154;Cinza;04/06/2023
34144256000194;Cinza;04/06/2023
34146114000166;Cinza;04/06/2023
34147236000177;Cinza;04/06/2023
34148240000150;Cinza;04/06/2023
34151743000184;Cinza;04/06/2023
34152802000139;Cinza;04/06/2023
34155403000121;Cinza;04/06/2023
34169279000153;Cinza;04/06/2023
34169557000172;Amarela;04/06/2023
34169762000138;Cinza;04/06/2023
34171283000156;Cinza;04/06/2023
34171607000156;Cinza;04/06/2023
34171718000162;Cinza;04/06/2023
34175302000112;Cinza;04/06/2023
34176668000106;Cinza;04/06/2023
34177837000122;Cinza;04/06/2023
34179779000176;Cinza;04/06/2023
34181617000172;Cinza;04/06/2023
34186360000141;Cinza;04/06/2023
34186399000169;Cinza;04/06/2023
34196502000151;Cinza;04/06/2023
34199001000129;Cinza;04/06/2023
34203295000115;Cinza;04/06/2023
34204122000111;Cinza;04/06/2023
34207823000104;Cinza;04/06/2023
34213218000146;Cinza;04/06/2023
34218041000170;Cinza;04/06/2023
34218806000172;Cinza;04/06/2023
34218992000140;Cinza;04/06/2023
34219628000102;Cinza;04/06/2023
34221430000155;Cinza;04/06/2023
34222370000195;Cinza;04/06/2023
34222988000155;Cinza;04/06/2023
34226013000103;Cinza;04/06/2023
34230574000178;Cinza;04/06/2023
34235310000107;Cinza;04/06/2023
34240423000109;Cinza;04/06/2023
34241309000195;Cinza;04/06/2023
34244143000160;Cinza;04/06/2023
34245186000160;Cinza;04/06/2023
34249274000130;Cinza;04/06/2023
34249561000140;Cinza;04/06/2023
34251657000143;Cinza;04/06/2023
34252768000174;Cinza;04/06/2023
34258324000146;Cinza;04/06/2023
34261558000142;Cinza;04/06/2023
34266844000109;Cinza;04/06/2023
34267374000190;Cinza;04/06/2023
34268257000140;Cinza;04/06/2023
34269089000108;Cinza;04/06/2023
34272860000104;Cinza;04/06/2023
34274233000102;Amarela;04/06/2023
34277154000147;Cinza;04/06/2023
34282956000145;Cinza;04/06/2023
34286026000160;Cinza;04/06/2023
34289147000165;Cinza;04/06/2023
34292737000147;Cinza;04/06/2023
34294345000117;Cinza;04/06/2023
34295156000169;Cinza;04/06/2023
34296687000176;Cinza;04/06/2023
34298041000128;Cinza;04/06/2023
34301155000180;Cinza;04/06/2023
34301219000142;Cinza;04/06/2023
34308094000182;Cinza;04/06/2023
34310536000125;Cinza;04/06/2023
34317507000195;Cinza;04/06/2023
34318254000174;Cinza;04/06/2023
34322304000197;Cinza;04/06/2023
34324238000194;Cinza;04/06/2023
34330136000181;Cinza;04/06/2023
34331370000123;Cinza;04/06/2023
34337009000104;Cinza;04/06/2023
34338233000110;Cinza;04/06/2023
34341121000119;Cinza;04/06/2023
34343441000108;Cinza;04/06/2023
34353928000171;Cinza;04/06/2023
34359925000145;Cinza;04/06/2023
34361011000119;Cinza;04/06/2023
34362448000177;Cinza;04/06/2023
34363729000144;Cinza;04/06/2023
34370259000146;Cinza;04/06/2023
34371999000105;Cinza;04/06/2023
34376274000100;Cinza;04/06/2023
34377063000183;Cinza;04/06/2023
34377737000140;Cinza;04/06/2023
34381950000125;Cinza;04/06/2023
34385894000105;Cinza;04/06/2023
34393005000143;Cinza;04/06/2023
34402598000167;Cinza;04/06/2023
34404827000182;Cinza;04/06/2023
34405764000189;Cinza;04/06/2023
34412533000100;Cinza;04/06/2023
34417165000185;Cinza;04/06/2023
34417640000113;Cinza;04/06/2023
34421378000180;Cinza;04/06/2023
34423092000134;Cinza;04/06/2023
34424012000165;Cinza;04/06/2023
34433796000198;Cinza;04/06/2023
34436779000104;Cinza;04/06/2023
34442702000147;Cinza;04/06/2023
34456891000107;Cinza;04/06/2023
34460779000140;Cinza;04/06/2023
34463669000131;Cinza;04/06/2023
34463874000105;Cinza;04/06/2023
34465379000127;Cinza;04/06/2023
34465480000188;Cinza;04/06/2023
34467330000103;Cinza;04/06/2023
34469708000108;Cinza;04/06/2023
34475401000110;Cinza;04/06/2023
34478041000100;Cinza;04/06/2023
34479598000165;Cinza;04/06/2023
34483962000160;Cinza;04/06/2023
34486596000101;Cinza;04/06/2023
34488495000161;Cinza;04/06/2023
34490228000129;Cinza;04/06/2023
34490825000153;Cinza;04/06/2023
34493054000158;Cinza;04/06/2023
34498564000118;Cinza;04/06/2023
34502347000154;Cinza;04/06/2023
34506728000101;Cinza;04/06/2023
34510004000131;Cinza;04/06/2023
34513136000117;Cinza;04/06/2023
34514157000157;Cinza;04/06/2023
34514244000104;Cinza;04/06/2023
34517401000135;Cinza;04/06/2023
34524034000105;Cinza;04/06/2023
34532295000169;Cinza;04/06/2023
34536323000116;Cinza;04/06/2023
34537881000104;Cinza;04/06/2023
34539649000105;Cinza;04/06/2023
34540078000110;Cinza;04/06/2023
34542097000186;Cinza;04/06/2023
34547839000166;Cinza;04/06/2023
34555595000163;Cinza;04/06/2023
34556187000126;Cinza;04/06/2023
34563467000161;Cinza;04/06/2023
34566022000135;Cinza;04/06/2023
34567113000195;Cinza;04/06/2023
34571919000157;Cinza;04/06/2023
34574064000118;Cinza;04/06/2023
34578361000131;Cinza;04/06/2023
34581178000195;Cinza;04/06/2023
34584347000140;Cinza;04/06/2023
34587743000121;Cinza;04/06/2023
34588836000170;Cinza;04/06/2023
34588955000123;Cinza;04/06/2023
34594647000100;Cinza;04/06/2023
34598719000198;Cinza;04/06/2023
34598725000145;Cinza;04/06/2023
34606494000174;Cinza;04/06/2023
34616507000196;Cinza;04/06/2023
34621075000101;Cinza;04/06/2023
34623569000125;Cinza;04/06/2023
34624856000150;Cinza;04/06/2023
34630253000160;Cinza;04/06/2023
34642781000130;Cinza;04/06/2023
34647119000172;Cinza;04/06/2023
34654961000131;Cinza;04/06/2023
34664605000107;Cinza;04/06/2023
34666092000165;Cinza;04/06/2023
34670777000185;Cinza;04/06/2023
34672308000103;Cinza;04/06/2023
34672458000109;Cinza;04/06/2023
34679262000146;Cinza;04/06/2023
34682613000178;Cinza;04/06/2023
34683986000163;Cinza;04/06/2023
34686298000157;Cinza;04/06/2023
34688837000197;Cinza;04/06/2023
34689880000177;Cinza;04/06/2023
34695428000118;Cinza;04/06/2023
34699757000137;Cinza;04/06/2023
34701323000124;Cinza;04/06/2023
34703582000194;Cinza;04/06/2023
34704101000165;Cinza;04/06/2023
34709200000130;Cinza;04/06/2023
34713477000136;Cinza;04/06/2023
34716924000100;Cinza;04/06/2023
34719892000105;Cinza;04/06/2023
34722398000191;Cinza;04/06/2023
34722662000197;Cinza;04/06/2023
34727250000140;Cinza;04/06/2023
34732937000173;Cinza;04/06/2023
34733251000105;Cinza;04/06/2023
34736780000154;Cinza;04/06/2023
34744172000191;Cinza;04/06/2023
34749905000180;Cinza;04/06/2023
34752511000181;Cinza;04/06/2023
34752926000155;Cinza;04/06/2023
34753473000181;Cinza;04/06/2023
34755229000158;Cinza;04/06/2023
34757452000134;Cinza;04/06/2023
34759594000130;Cinza;04/06/2023
34759960000151;Cinza;04/06/2023
34761267000113;Cinza;04/06/2023
34763479000130;Cinza;04/06/2023
34768368000116;Cinza;04/06/2023
34776942000188;Cinza;04/06/2023
34782980000143;Cinza;04/06/2023
34783405000165;Cinza;04/06/2023
34787044000125;Cinza;04/06/2023
34787536000110;Cinza;04/06/2023
34791282000104;Cinza;04/06/2023
34807297000113;Cinza;04/06/2023
34810348000166;Cinza;04/06/2023
34812091000181;Cinza;04/06/2023
34815866000172;Cinza;04/06/2023
34816722000130;Cinza;04/06/2023
34821726000107;Cinza;04/06/2023
34833924000190;Cinza;04/06/2023
34835345000187;Cinza;04/06/2023
34839093000164;Cinza;04/06/2023
34842033000109;Cinza;04/06/2023
34843392000172;Cinza;04/06/2023
34843706000307;Cinza;04/06/2023
34846053000140;Cinza;04/06/2023
34859258000160;Cinza;04/06/2023
34864105000100;Cinza;04/06/2023
34865597000159;Cinza;04/06/2023
34867661000130;Cinza;04/06/2023
34874086000101;Cinza;04/06/2023
34875378000150;Cinza;04/06/2023
34883411000194;Cinza;04/06/2023
34885441000130;Cinza;04/06/2023
34888106000195;Cinza;04/06/2023
34894892000133;Cinza;04/06/2023
34905765000192;Cinza;04/06/2023
34907392000199;Cinza;04/06/2023
34909897000192;Cinza;04/06/2023
34910884000133;Cinza;04/06/2023
34912699000188;Cinza;04/06/2023
34913341000170;Cinza;04/06/2023
34914238000144;Cinza;04/06/2023
34923968000101;Cinza;04/06/2023
34925593000119;Cinza;04/06/2023
34925996000168;Cinza;04/06/2023
34928791000136;Cinza;04/06/2023
34932222000164;Cinza;04/06/2023
34932529000165;Cinza;04/06/2023
34933106000160;Cinza;04/06/2023
34934008000147;Cinza;04/06/2023
34935289000152;Cinza;04/06/2023
34936725000108;Cinza;04/06/2023
34938028000196;Cinza;04/06/2023
34940447000162;Cinza;04/06/2023
34943069000170;Cinza;04/06/2023
34945443000177;Cinza;04/06/2023
34950938000194;Cinza;04/06/2023
34953923000180;Cinza;04/06/2023
34955337000174;Cinza;04/06/2023
34956486000158;Cinza;04/06/2023
34957121000148;Cinza;04/06/2023
34960471000163;Cinza;04/06/2023
34962342000104;Cinza;04/06/2023
34967693000108;Cinza;04/06/2023
34970660000117;Cinza;04/06/2023
34975477000104;Cinza;04/06/2023
34979215000118;Cinza;04/06/2023
34981960000100;Cinza;04/06/2023
34989291000104;Cinza;04/06/2023
34991746000126;Cinza;04/06/2023
34994139000110;Cinza;04/06/2023
34994503000141;Cinza;04/06/2023
34994753000181;Cinza;04/06/2023
34998290000126;Cinza;04/06/2023
34999495000126;Cinza;04/06/2023
35003950000154;Cinza;04/06/2023
35004018000146;Cinza;04/06/2023
35007085000114;Cinza;04/06/2023
35008334000196;Cinza;04/06/2023
35012602000143;Cinza;04/06/2023
35012868000196;Cinza;04/06/2023
35017451000116;Cinza;04/06/2023
35024351000117;Cinza;04/06/2023
35026123000186;Cinza;04/06/2023
35027178000100;Cinza;04/06/2023
35027941000101;Cinza;04/06/2023
35030623000191;Cinza;04/06/2023
35032688000176;Cinza;04/06/2023
35033220000104;Cinza;04/06/2023
35040169000150;Cinza;04/06/2023
35041958000105;Cinza;04/06/2023
35054546000100;Cinza;04/06/2023
35059900000199;Cinza;04/06/2023
35061482000174;Cinza;04/06/2023
35065415000128;Cinza;04/06/2023
35068556000102;Cinza;04/06/2023
35080404000117;Cinza;04/06/2023
35081676000131;Cinza;04/06/2023
35083569000142;Cinza;04/06/2023
35094041000179;Cinza;04/06/2023
35096016000124;Cinza;04/06/2023
35098174000113;Cinza;04/06/2023
35104073000108;Cinza;04/06/2023
35105373000101;Cinza;04/06/2023
35108459000198;Cinza;04/06/2023
35116654000160;Cinza;04/06/2023
35117253000124;Cinza;04/06/2023
35120130000142;Cinza;04/06/2023
35123259000104;Cinza;04/06/2023
35124359000155;Cinza;04/06/2023
35125122000199;Cinza;04/06/2023
35132115000114;Cinza;04/06/2023
35139323000145;Cinza;04/06/2023
35143211000168;Cinza;04/06/2023
35144556000136;Cinza;04/06/2023
35145006000131;Cinza;04/06/2023
35145224000176;Cinza;04/06/2023
35151279000199;Cinza;04/06/2023
35154529000144;Cinza;04/06/2023
35154752000191;Cinza;04/06/2023
35156018000161;Cinza;04/06/2023
35157819000141;Cinza;04/06/2023
35160170000118;Cinza;04/06/2023
35161477000133;Cinza;04/06/2023
35168606000115;Cinza;04/06/2023
35170474000166;Cinza;04/06/2023
35172950000188;Cinza;04/06/2023
35174225000149;Cinza;04/06/2023
35175057000106;Cinza;04/06/2023
35176805000175;Cinza;04/06/2023
35178654000194;Cinza;04/06/2023
35178740000105;Cinza;04/06/2023
35179127000102;Cinza;04/06/2023
35181090000149;Cinza;04/06/2023
35184805000117;Cinza;04/06/2023
35186715000165;Cinza;04/06/2023
35187064000128;Cinza;04/06/2023
35188206000171;Cinza;04/06/2023
35190658000198;Cinza;04/06/2023
35196590000154;Cinza;04/06/2023
35202561000158;Cinza;04/06/2023
35203143000185;Cinza;04/06/2023
35205953000170;Cinza;04/06/2023
35215904000119;Cinza;04/06/2023
35221034000190;Cinza;04/06/2023
35228088000188;Cinza;04/06/2023
35228408000108;Cinza;04/06/2023
35228457000132;Cinza;04/06/2023
35233646000101;Cinza;04/06/2023
35237814000129;Cinza;04/06/2023
35242678000165;Cinza;04/06/2023
35244076000147;Cinza;04/06/2023
35247427000173;Cinza;04/06/2023
35248172000163;Cinza;04/06/2023
35248364000170;Cinza;04/06/2023
35248928000174;Cinza;04/06/2023
35249587000151;Cinza;04/06/2023
35251002000138;Cinza;04/06/2023
35259604000131;Cinza;04/06/2023
35260481000159;Cinza;04/06/2023
35265137000152;Cinza;04/06/2023
35266343000187;Cinza;04/06/2023
35267105000196;Cinza;04/06/2023
35267754000197;Cinza;04/06/2023
35270789000185;Cinza;04/06/2023
35271274000108;Cinza;04/06/2023
35273199000106;Cinza;04/06/2023
35273247000166;Cinza;04/06/2023
35274244000147;Cinza;04/06/2023
35275815000168;Cinza;04/06/2023
35277420000102;Cinza;04/06/2023
35279855000188;Cinza;04/06/2023
35279878000192;Cinza;04/06/2023
