cnpj;dt_abertura;matriz_empresa;cod_cnae_principal;dsc_cnae_principal;dsc_ramo_atividade;dsc_setor;end_cep;end_municipio;end_uf;end_regiao;end_mesorregiao;situacao_cadastral;dt_carga
23210522000113;2015-09-03;true;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;79086441;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
23212141000173;2015-09-01;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;78360000;CAMPO NOVO DO PARECIS;MT;CENTRO-OESTE;NORTE MATO GROSSENSE;"ATIVA";04/06/2023
23214352000145;2015-09-03;true;6190699;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23218601000170;2015-09-04;true;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;38400076;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;"ATIVA";04/06/2023
23221301000140;2015-09-04;true;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;15108000;IPIGUA;SP;SUDESTE;SAO JOSE DO RIO PRETO;"ATIVA";04/06/2023
23221782000194;2015-09-03;true;4754702;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;VAREJO;COMERCIO;89295000;RIO NEGRINHO;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
23223060000179;2015-09-05;true;8599603;TREINAMENTO EM INFORMATICA;SERVICOS DE EDUCACAO;SERVICOS;22261000;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23225202000137;2015-09-07;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23232896000130;2015-09-08;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;53270045;OLINDA;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
23238919000113;2015-09-09;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;13990000;ESPIRITO SANTO DO PINHAL;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
23244006002900;2021-01-18;false;4721104;COMERCIO VAREJISTA DE DOCES BALAS BOMBONS E SEMELHANTES;VAREJO;COMERCIO;30180915;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
23246974000155;2015-09-10;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;55195536;SANTA CRUZ DO CAPIBARIBE;PE;NORDESTE;AGRESTE PERNAMBUCANO;"ATIVA";04/06/2023
23247506000103;2015-09-10;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;27600000;VALENCA;RJ;SUDESTE;SUL FLUMINENSE;"ATIVA";04/06/2023
23251737000182;2015-09-10;true;134200;CULTIVO DE CAFE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;13770000;CACONDE;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
23257377000126;2015-09-11;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;41100025;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
23260326000315;1990-08-20;false;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;37902538;PASSOS;MG;SUDESTE;SUL SUDOESTE DE MINAS;"ATIVA";04/06/2023
23263435000124;2015-09-14;true;8720499;ATIVIDADES DE ASSISTENCIA PSICOSSOCIAL E A SAUDE A PORTADORES DE DISTURBIOS PSIQUICOS DEFICIENCIA MENTAL E DEPENDENCIA QUIMICA E GRUPOS SIMILARES NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE SAUDE;SERVICOS;54783010;CAMARAGIBE;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
23269650000213;2016-09-06;false;4649406;COMERCIO ATACADISTA DE LUSTRES LUMINARIAS E ABAJURES DISPENSADA;ATACADO;COMERCIO;23575276;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23271363000167;2015-09-14;true;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;BENS DE CONSUMO;INDUSTRIA;22031072;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23284699000164;2015-09-16;true;7112000;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23288846000174;2015-09-16;true;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23292499000153;2015-09-17;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;13304080;ITU;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
23297164000128;2015-09-17;true;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;13970970;ITAPIRA;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
23299306000196;2015-09-17;true;6622300;CORRETORES E AGENTES DE SEGUROS DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;BENS DE CAPITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23303651000156;2015-09-18;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;35170245;CORONEL FABRICIANO;MG;SUDESTE;VALE DO RIO DOCE;"ATIVA";04/06/2023
23303888000137;2015-08-14;true;7111100;SERVICOS DE ARQUITETURA DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;99999999;SAO CAETANO DO SUL;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23305779000159;2015-09-18;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;95706178;BENTO GONCALVES;RS;SUL;NORDESTE RIO GRANDENSE;"ATIVA";04/06/2023
23316311000321;2020-10-20;false;4322301;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;13330130;INDAIATUBA;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
23317950000140;2015-09-21;true;121101;HORTICULTURA EXCETO MORANGO;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;14955000;BORBOREMA;SP;SUDESTE;ARARAQUARA;"ATIVA";04/06/2023
23320814000109;2015-09-22;true;5223100;ESTACIONAMENTO DE VEICULOS;TRANSPORTE;SERVICOS;99999999;OSASCO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23323573000151;2015-09-22;true;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;97105140;SANTA MARIA;RS;SUL;CENTRO OCIDENTAL RIO GRANDENSE;"ATIVA";04/06/2023
23333027000100;2015-09-23;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;18690000;ITATINGA;SP;SUDESTE;BAURU;"ATIVA";04/06/2023
23344805000158;2015-09-24;true;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;33105492;SANTA LUZIA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
23346017000109;2015-09-24;true;9609208;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;30220210;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
23365668000138;2015-09-28;true;6810203;LOTEAMENTO DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;60020180;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
23365913000107;2015-09-28;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;71725702;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
23376089000190;2015-09-29;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;23065006;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23387328000370;2018-05-25;false;113000;CULTIVO DE CANA DE ACUCAR;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;13630970;PIRASSUNUNGA;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
23395767000162;1987-09-11;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;39400052;MONTES CLAROS;MG;SUDESTE;NORTE DE MINAS;"ATIVA";04/06/2023
23397357000150;2015-09-18;true;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;58620000;VARZEA;PB;NORDESTE;BORBOREMA;"ATIVA";04/06/2023
23404921000115;2015-10-04;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;72415200;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
23406284000116;2015-10-05;true;4617600;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS BEBIDAS E FUMO;ATACADO;COMERCIO;83260000;MATINHOS;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
23406841000107;2015-10-05;true;9601701;LAVANDERIAS;SERVICOS DIVERSOS;SERVICOS;59149196;PARNAMIRIM;RN;NORDESTE;LESTE POTIGUAR;"ATIVA";04/06/2023
23411364000160;2015-10-05;true;4930204;TRANSPORTE RODOVIARIO DE MUDANCAS;TRANSPORTE;SERVICOS;11347030;SAO VICENTE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23422912000157;2015-10-06;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;64008235;TERESINA;PI;NORDESTE;CENTRO NORTE PIAUIENSE;"ATIVA";04/06/2023
23425818000151;2015-10-07;true;8592999;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;13278141;VALINHOS;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
23433569000146;2002-03-27;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;79009790;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
23437702000132;2015-10-08;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;36513000;DORES DO TURVO;MG;SUDESTE;ZONA DA MATA;"ATIVA";04/06/2023
23442134000168;2015-09-10;true;6470101;FUNDOS DE INVESTIMENTO EXCETO PREVIDENCIARIOS E IMOBILIARIOS;BENS DE CAPITAL;SERVICOS;80420210;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
23452822000109;2015-10-12;true;4754702;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;VAREJO;COMERCIO;77925000;SAO MIGUEL DO TOCANTINS;TO;NORTE;OCIDENTAL DO TOCANTINS;"ATIVA";04/06/2023
23466092000103;2015-10-14;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;66093026;BELEM;PA;NORTE;METROPOLITANA DE BELEM;"ATIVA";04/06/2023
23473435000159;2015-10-15;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;74353400;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
23473612000105;2015-10-15;true;1622699;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;BENS DE CONSUMO;INDUSTRIA;14056868;RIBEIRAO PRETO;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
23474820000110;2015-10-15;true;8712300;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;79004341;CAMPO GRANDE;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
23477747000130;2015-10-15;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;88502170;LAGES;SC;SUL;SERRANA;"ATIVA";04/06/2023
23487049000116;2015-10-16;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;38700374;PATOS DE MINAS;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;"ATIVA";04/06/2023
23508442000149;2015-10-20;true;4923001;SERVICO DE TAXI;TRANSPORTE;SERVICOS;56328270;PETROLINA;PE;NORDESTE;SAO FRANCISCO PERNAMBUCANO;"ATIVA";04/06/2023
23508707000109;2015-10-21;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;11060001;SANTOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23510809000169;2015-10-21;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;16052040;ARACATUBA;SP;SUDESTE;ARACATUBA;"ATIVA";04/06/2023
23522453000183;2015-10-22;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23524999000173;2015-10-22;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;62170000;MUCAMBO;CE;NORDESTE;NOROESTE CEARENSE;"ATIVA";04/06/2023
23528109000100;2015-10-22;true;8511200;EDUCACAO INFANTIL CRECHE;SERVICOS DE EDUCACAO;SERVICOS;28890498;RIO DAS OSTRAS;RJ;SUDESTE;BAIXADAS;"ATIVA";04/06/2023
23529568000108;2015-10-23;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;31650390;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
23540052000156;2015-10-26;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;55180970;JATAUBA;PE;NORDESTE;AGRESTE PERNAMBUCANO;"ATIVA";04/06/2023
23544490000192;2015-10-26;true;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;16080603;ARACATUBA;SP;SUDESTE;ARACATUBA;"ATIVA";04/06/2023
23552160000149;2015-10-16;true;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;99980000;DAVID CANABARRO;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
23555177000150;2015-10-27;true;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMERCIO;25010002;DUQUE DE CAXIAS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23561050000143;2015-10-28;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;13173522;SUMARE;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
23562992000146;2015-10-28;true;3212400;FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES;DIVERSOS;INDUSTRIA;30690400;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
23571967000129;2015-10-29;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;96222232;RIO GRANDE;RS;SUL;SUDESTE RIO GRANDENSE;"ATIVA";04/06/2023
23577167000115;2015-10-30;true;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;15285000;LOURDES;SP;SUDESTE;ARACATUBA;"ATIVA";04/06/2023
23577454000125;2015-10-30;true;3212400;FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES;DIVERSOS;INDUSTRIA;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23588238000185;2015-11-03;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;36580000;TEIXEIRAS;MG;SUDESTE;ZONA DA MATA;"ATIVA";04/06/2023
23592317000160;2015-10-23;true;8630502;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;SERVICOS DE SAUDE;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23593196000170;2015-11-04;true;7319003;MARKETING DIRETO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;24455110;SAO GONCALO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23604089000109;2015-11-05;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS DISPENSADA;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23611292000102;2015-11-06;true;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;INDUSTRIA;76900888;JI PARANA;RO;NORTE;LESTE RONDONIENSE;"ATIVA";04/06/2023
23613100000270;2019-08-19;false;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;89228700;JOINVILLE;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
23614190000132;2015-11-06;true;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;35560000;SANTO ANTONIO DO MONTE;MG;SUDESTE;OESTE DE MINAS;"ATIVA";04/06/2023
23616613000153;2015-11-05;true;7500100;ATIVIDADES VETERINARIAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;22753034;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23617069000164;2015-11-06;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;38910000;IGUATAMA;MG;SUDESTE;OESTE DE MINAS;"ATIVA";04/06/2023
23617498000131;2015-11-06;true;7731400;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;SERVICOS ADMINISTRATIVOS;SERVICOS;36204214;BARBACENA;MG;SUDESTE;CAMPO DAS VERTENTES;"ATIVA";04/06/2023
23620858000154;2015-11-09;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;72501403;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
23622651000119;2015-11-09;true;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;86050450;LONDRINA;PR;SUL;NORTE CENTRAL PARANAENSE;"ATIVA";04/06/2023
23623875000145;2015-11-09;true;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;95915000;SANTA CLARA DO SUL;RS;SUL;CENTRO ORIENTAL RIO GRANDENSE;"ATIVA";04/06/2023
23624088000118;2015-11-09;true;7911200;AGENCIAS DE VIAGENS;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23639116000170;2015-11-10;true;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;VAREJO;COMERCIO;60714030;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
23644452000101;2015-05-09;true;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;29800000;BARRA DE SAO FRANCISCO;ES;SUDESTE;NOROESTE ESPIRITO SANTENSE;"ATIVA";04/06/2023
23650663000157;2015-11-12;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;85660000;DOIS VIZINHOS;PR;SUL;SUDOESTE PARANAENSE;"ATIVA";04/06/2023
23652416000190;2015-11-12;true;5320202;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;64100000;BARRAS;PI;NORDESTE;NORTE PIAUIENSE;"ATIVA";04/06/2023
23659932000146;2015-11-13;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;35794106;CURVELO;MG;SUDESTE;CENTRAL MINEIRA;"ATIVA";04/06/2023
23667071000148;2015-11-15;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;22753211;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23667948000109;2015-11-16;true;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;54330230;JABOATAO DOS GUARARAPES;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
23677878000161;2015-11-17;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;85817650;CASCAVEL;PR;SUL;OESTE PARANAENSE;"ATIVA";04/06/2023
23678740000187;2015-11-17;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23689289000101;2015-11-18;true;5320202;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23696254000191;2015-11-19;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;85050090;GUARAPUAVA;PR;SUL;CENTRO SUL PARANAENSE;"ATIVA";04/06/2023
23697469000127;1990-04-09;true;8411600;ADMINISTRACAO PUBLICA EM GERAL;SERVICOS DIVERSOS;SERVICOS;65706000;OLHO D AGUA DAS CUNHAS;MA;NORDESTE;CENTRO MARANHENSE;"ATIVA";04/06/2023
23702794000130;2015-11-19;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;23550393;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
23705786000148;2015-11-20;true;4721103;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;VAREJO;COMERCIO;60356372;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
23707110000193;1989-11-27;true;6911701;SERVICOS ADVOCATICIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;62190000;GROAIRAS;CE;NORDESTE;NOROESTE CEARENSE;"ATIVA";04/06/2023
23712138000119;2015-11-23;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;84031040;PONTA GROSSA;PR;SUL;CENTRO ORIENTAL PARANAENSE;"ATIVA";04/06/2023
23713942000112;2015-11-23;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;69911206;RIO BRANCO;AC;NORTE;VALE DO ACRE;"ATIVA";04/06/2023
23718420000103;2015-11-23;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
23722478000120;2015-11-24;true;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;35536000;PIRACEMA;MG;SUDESTE;OESTE DE MINAS;"ATIVA";04/06/2023
